SA2_MAINCODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
127031601,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,24,0,30,0,0,0,0,0,3,0,3,0,5,0,11,0,0,0,0,0,7,0,0,3,40,0,48,0,7,0,3,0,11,0,3,0,3,0,24,0,0,0,4,0,5,0,3,0,11,0,27,4,3,0,7,0,18,0,0,0,6,0,40,12,3,0,8,0,5,0,0,0,0,0,29,12,0,0,3,0,4,0,0,0,0,0,22,28,0,0,9,0,10,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,0,0,25,9,0,0,3,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
128011529,0,0,0,0,0,0,0,3,0,28,0,29,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,39,3,47,0,0,0,0,0,0,0,5,0,19,0,33,0,4,0,0,0,3,0,11,0,133,0,147,3,10,0,8,0,7,0,8,0,86,0,118,3,11,0,6,3,11,0,21,0,93,0,156,3,3,0,19,0,15,0,17,3,65,0,128,8,4,0,20,0,15,0,12,0,42,0,100,20,5,0,11,0,15,3,9,0,19,0,85,64,9,0,40,4,33,3,8,5,28,0,186,96,8,0,11,0,5,0,3,0,9,0,141,64,5,0,22,0,4,0,3,0,8,0,103,38,0,0,4,3,5,0,3,0,3,0,63,84,4,5,29,3,16,0,6
128011530,0,0,0,0,0,0,0,0,0,19,0,26,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,57,0,63,0,0,0,0,0,0,0,6,0,23,0,32,0,3,0,0,0,9,0,7,0,128,0,148,3,8,0,0,0,18,0,12,0,95,0,144,5,3,0,12,0,14,0,22,3,96,3,154,15,3,0,11,0,16,0,12,0,61,0,119,20,8,0,21,0,20,4,9,0,17,0,99,21,3,0,16,0,15,0,4,0,21,0,85,72,3,0,40,8,19,0,15,0,22,0,178,75,3,0,26,3,4,0,7,0,11,0,138,68,3,0,11,0,9,0,0,0,12,0,107,45,0,0,6,0,6,0,0,0,0,0,66,54,3,0,11,5,5,0,3
128011531,0,0,0,0,0,0,0,0,0,30,0,40,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,3,0,65,0,68,0,0,0,0,0,3,0,9,0,26,0,41,0,4,0,0,0,3,0,16,0,154,7,183,0,0,0,0,0,12,0,16,3,81,3,111,6,11,0,0,0,14,0,22,0,107,0,178,11,7,0,6,0,9,0,15,0,82,0,130,8,3,0,11,0,12,0,4,0,32,0,79,4,4,0,11,0,9,0,8,3,31,0,82,45,10,0,24,3,21,0,10,0,35,0,157,31,0,3,22,4,3,0,3,0,22,0,96,44,0,0,11,0,4,0,0,0,17,0,81,23,7,0,4,0,8,0,3,0,3,0,56,60,12,0,26,4,19,0,10
128011602,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,18,0,25,0,0,0,0,0,0,0,6,0,6,0,18,0,0,0,0,0,3,0,6,0,76,0,94,0,3,0,3,0,7,0,10,0,40,0,68,0,3,0,13,0,12,0,9,0,53,0,92,7,5,0,9,0,18,0,3,3,20,0,75,12,8,0,13,4,9,0,5,0,11,0,64,19,3,3,9,3,8,0,4,0,8,0,61,83,8,3,36,6,19,3,6,3,4,0,169,85,3,0,22,5,0,0,0,0,4,0,130,59,0,0,11,0,3,0,0,0,0,0,74,33,0,0,4,0,6,0,0,0,0,0,48,34,0,3,3,3,6,0,0
128011603,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,3,0,26,0,37,0,3,0,0,0,0,0,4,0,19,0,27,0,3,0,0,0,0,0,14,3,92,0,112,0,4,0,0,0,11,0,16,0,62,0,98,0,4,0,6,0,5,0,10,0,73,0,98,6,11,0,6,0,8,3,9,3,65,0,112,3,0,0,10,0,5,0,14,0,16,0,48,9,6,0,16,0,7,0,11,0,19,0,58,23,6,3,8,0,18,0,14,4,33,0,105,21,0,0,20,3,8,0,9,3,15,0,74,22,0,0,14,0,0,0,0,0,8,0,52,20,0,3,3,0,12,0,6,0,5,0,49,59,9,3,29,0,10,0,0
128011604,0,0,0,0,0,0,0,0,0,34,0,38,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,39,0,46,0,0,0,0,0,0,3,14,0,15,0,39,3,12,0,4,0,15,0,11,3,114,0,153,0,5,0,8,0,13,3,19,3,67,0,119,4,13,0,24,0,25,0,19,5,110,0,197,31,25,0,40,3,24,0,19,6,77,0,220,16,15,0,34,4,26,3,9,3,31,0,139,42,8,0,46,3,23,3,14,0,47,0,182,179,24,0,82,6,39,0,23,0,66,0,421,186,7,3,58,17,21,3,6,0,26,0,326,161,10,6,36,3,5,3,3,0,25,0,252,93,9,0,11,5,24,0,3,0,16,0,154,162,13,7,58,10,23,0,9
128011605,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,11,0,16,0,3,0,3,0,0,0,5,0,19,0,37,0,0,0,0,0,0,0,3,0,6,0,20,3,3,0,0,0,3,0,0,0,6,0,17,3,0,0,3,0,7,0,4,4,13,0,40,4,0,0,0,0,3,0,0,0,7,0,21,3,0,0,5,0,0,0,0,0,3,0,11,4,0,0,0,0,3,0,0,0,0,0,10,24,0,0,4,0,5,0,0
128011606,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,0,0,8,0,43,0,50,0,0,0,4,0,3,0,5,0,30,0,36,0,9,0,3,0,3,0,3,0,18,0,47,3,4,0,10,0,10,0,9,0,19,0,50,4,0,0,6,0,3,0,3,0,18,0,37,8,0,0,7,0,4,0,0,0,12,0,31,15,10,0,8,0,11,0,7,0,16,0,71,37,6,0,14,0,6,0,7,3,11,0,81,24,0,0,3,4,3,0,0,0,0,0,39,19,0,0,0,0,6,0,0,3,3,0,31,31,3,3,28,0,4,0,4
128021533,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,24,0,23,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,4,0,62,0,66,0,0,0,0,0,3,0,3,0,47,0,54,0,0,0,3,0,7,0,3,0,37,0,55,7,0,0,7,0,7,0,9,0,40,0,61,5,0,0,9,0,6,0,4,3,9,0,34,10,3,0,13,0,3,0,0,0,9,0,36,29,0,0,17,0,9,0,3,0,10,0,72,22,4,0,7,0,4,0,0,0,3,0,40,15,0,0,7,0,0,0,0,0,3,0,28,14,0,0,5,0,8,0,0,0,0,0,17,14,0,0,6,0,3,0,0
128021534,0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,0,0,4,0,67,0,75,0,3,0,3,0,9,0,11,0,34,0,57,0,9,0,12,0,16,3,11,0,49,0,91,6,0,0,9,0,16,0,8,3,40,0,81,7,0,0,9,0,18,0,8,0,14,0,41,5,4,0,9,0,6,0,3,0,12,0,55,32,3,0,23,3,21,0,10,0,20,0,111,28,4,0,14,4,9,0,6,0,4,0,73,22,0,3,19,0,9,0,3,0,4,0,64,22,0,0,3,0,13,0,0,0,3,0,39,39,4,0,23,6,10,0,4
128021535,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,51,3,61,0,0,0,0,0,3,0,12,0,23,0,35,0,4,0,5,0,3,0,17,0,110,0,139,0,3,0,3,0,12,0,16,0,65,0,99,3,7,0,13,0,18,0,17,0,81,3,145,8,8,0,17,3,17,0,16,0,72,0,146,7,3,0,19,0,22,0,14,0,21,0,89,25,8,0,18,0,25,0,7,0,14,0,97,73,4,0,56,3,51,4,10,4,18,0,229,74,0,0,47,7,11,3,9,3,6,0,156,69,3,0,19,0,8,0,3,0,7,0,113,36,0,3,9,0,21,0,0,0,0,0,70,70,3,0,29,3,17,3,4
128021536,0,0,0,0,0,0,0,0,0,23,0,32,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,3,0,68,0,71,0,0,0,3,0,3,0,9,0,25,0,44,0,3,0,3,0,7,0,10,0,143,4,171,0,7,0,5,0,12,0,10,0,84,0,111,0,5,0,12,0,13,4,23,0,106,0,167,8,10,0,18,0,15,0,15,0,78,0,146,16,8,0,17,0,19,4,5,0,29,0,95,15,4,0,24,0,15,0,10,0,28,0,103,62,9,6,37,0,24,0,19,4,42,0,203,58,7,0,38,0,11,3,9,4,24,0,148,81,3,0,15,0,3,0,3,0,8,0,122,32,3,0,9,0,11,0,6,0,4,0,71,101,6,3,41,3,15,5,7
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,54,0,59,0,0,0,0,0,5,0,7,0,14,0,32,0,3,0,3,0,9,0,13,0,146,0,172,0,8,0,7,0,18,0,21,0,82,0,133,3,12,0,18,0,21,0,24,4,97,0,174,16,11,0,30,0,12,3,12,0,69,0,152,24,3,0,29,3,24,0,11,3,16,0,108,44,4,0,32,0,23,0,6,0,13,0,133,187,5,3,55,7,35,0,6,3,24,0,320,150,4,0,45,3,9,0,0,0,3,0,218,105,3,0,12,4,16,0,0,0,4,0,146,92,0,0,11,8,16,0,0,0,5,0,122,82,0,0,20,3,13,0,3
128021607,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,53,0,52,0,0,0,0,0,3,0,9,0,21,0,37,0,5,0,0,0,6,0,15,3,157,0,185,0,3,0,0,0,11,0,22,3,80,0,121,3,8,0,3,0,11,0,25,0,140,0,188,9,8,0,24,0,12,0,15,3,92,0,164,3,7,0,20,0,17,0,10,0,19,0,73,17,6,0,11,0,11,0,3,0,30,0,84,84,7,3,28,3,19,0,11,0,32,0,189,63,3,3,19,3,14,0,9,3,4,0,119,36,3,3,18,6,3,0,0,3,0,0,75,35,0,0,3,0,3,0,0,0,0,0,49,34,3,0,8,0,0,0,0
128021608,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,6,0,10,0,17,0,0,0,0,0,5,0,6,0,65,0,75,0,3,0,0,0,3,0,11,0,31,0,49,0,4,0,3,0,3,0,14,0,54,4,84,3,3,0,4,0,0,3,10,0,39,0,69,0,3,0,4,0,9,0,6,0,12,0,37,4,0,0,5,0,7,0,0,0,5,0,29,28,3,0,14,0,13,0,8,0,16,0,82,25,0,0,11,0,0,0,0,0,3,0,47,26,0,0,4,0,3,0,0,0,0,0,43,18,0,0,3,0,3,0,0,0,0,0,30,20,0,0,4,4,8,0,0
128021609,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,5,0,10,0,16,0,3,0,3,0,0,0,0,0,17,0,22,0,3,0,0,0,0,0,3,0,16,0,26,3,4,0,0,0,3,0,0,0,3,0,16,3,0,0,7,0,3,0,3,0,3,0,23,7,0,0,7,0,3,0,5,0,0,0,33,15,0,0,3,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,0,0,0,3,0,18,18,0,0,8,0,4,0,0
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,0,0,0,0,3,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,5,0,13,0,24,0,5,0,3,0,7,0,13,3,94,3,130,0,6,0,8,0,6,0,12,0,50,0,88,3,8,0,7,0,5,0,10,3,47,0,91,10,3,0,15,0,21,3,11,0,23,0,93,20,3,0,18,0,17,0,3,0,14,0,68,21,0,0,18,7,10,0,5,3,11,0,75,64,3,3,34,3,20,0,0,4,10,0,142,53,0,0,20,0,4,3,0,0,3,0,84,39,0,0,8,0,0,0,0,0,3,0,53,12,0,0,3,0,0,0,0,0,0,0,22,21,0,3,14,0,0,0,3
201011002,3,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,37,0,0,0,0,0,4,0,9,0,13,0,26,0,4,0,3,0,4,0,8,0,101,0,121,4,6,0,0,0,4,0,6,0,52,0,88,0,8,0,15,0,12,0,12,5,49,0,99,12,3,0,19,0,10,3,8,0,38,4,100,12,5,0,26,0,15,0,11,0,14,0,77,17,3,0,23,0,12,0,8,0,16,0,84,52,6,0,34,6,17,0,9,3,29,0,146,46,5,0,27,6,8,0,4,0,13,0,107,29,0,0,17,3,0,0,0,0,0,0,50,20,0,0,5,0,6,0,0,0,3,0,40,35,7,3,25,3,12,4,8
201011003,0,0,0,0,0,0,0,3,0,20,0,23,0,0,0,0,0,0,0,3,0,10,0,16,0,0,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,3,0,3,0,12,0,66,0,83,0,6,0,7,0,0,0,19,0,32,0,61,0,7,0,8,0,8,0,26,0,262,0,311,3,16,0,20,0,22,0,33,0,88,3,191,13,20,0,27,11,33,0,22,0,109,0,244,26,19,0,61,3,29,3,19,3,67,0,235,40,9,0,63,3,24,3,4,0,21,0,155,48,4,4,50,6,22,3,3,0,16,0,154,134,21,7,64,5,32,0,12,3,17,0,299,72,3,5,44,3,5,0,0,0,3,0,137,46,0,3,26,4,0,0,0,0,7,0,81,30,0,0,0,3,6,0,0,0,3,0,45,37,8,0,19,3,10,0,3
201011004,0,0,0,0,0,0,0,0,0,15,7,23,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,4,0,6,0,12,0,0,0,0,0,0,0,3,0,8,0,8,0,3,0,0,0,3,0,15,3,84,0,113,0,4,0,3,0,7,0,22,0,37,3,76,0,15,0,8,0,17,0,31,4,319,6,391,8,16,0,16,0,43,3,26,6,96,3,215,14,25,0,35,0,39,0,28,0,86,0,237,35,21,3,60,4,30,0,18,3,64,0,239,39,10,0,50,3,27,0,5,0,13,0,148,51,8,0,31,3,15,0,3,0,12,0,124,128,11,3,49,7,21,3,3,0,8,0,235,67,4,0,25,0,0,0,0,3,3,0,108,37,0,0,9,0,0,0,0,0,3,0,49,18,0,0,0,0,8,0,0,0,0,0,26,15,0,0,9,0,0,0,0
201011005,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,15,0,24,0,0,0,0,0,0,0,3,0,8,0,18,3,3,0,0,0,0,0,11,0,71,0,90,0,4,0,0,0,8,0,8,0,43,0,60,5,3,0,6,0,10,0,10,6,37,0,70,4,5,0,9,0,6,0,4,0,24,0,51,7,0,0,8,0,6,0,4,0,12,0,39,7,3,0,10,0,9,0,3,0,9,0,47,24,3,0,24,3,9,0,3,0,13,0,81,25,3,0,13,6,5,0,3,0,3,0,54,22,0,0,7,0,0,0,0,0,3,0,38,9,0,0,4,0,3,0,0,0,3,0,18,19,0,0,19,0,4,0,3
201011006,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,21,0,29,0,4,0,0,0,0,0,0,0,6,0,17,0,4,0,0,0,5,0,7,0,103,3,122,0,0,0,3,0,8,0,10,0,31,0,53,3,10,0,20,0,9,0,5,4,27,0,81,19,3,0,22,3,12,0,4,0,13,0,69,15,6,0,19,0,14,0,3,3,0,0,52,22,0,0,18,3,3,0,0,0,3,0,46,49,0,3,15,4,6,0,3,0,3,0,90,27,0,0,11,3,0,0,0,0,0,0,39,10,0,0,3,0,0,0,0,0,0,0,15,13,0,0,3,0,0,0,0,0,0,0,16,4,0,0,3,0,0,0,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,24,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,9,0,40,0,55,0,0,0,0,0,10,0,5,0,21,0,33,3,3,0,4,0,7,0,3,3,19,0,43,0,0,0,13,3,0,0,3,0,6,0,35,3,3,0,7,0,0,0,3,0,0,0,26,4,3,0,8,0,3,0,0,0,3,0,22,22,0,0,14,0,4,4,0,0,4,0,52,14,3,0,4,3,3,0,3,0,0,0,30,10,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0
