SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
205031091,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,0,0,0,4,4,0,8,0,8,0,6,0,3,3,7,6,0,18,0,17,0,17,0,5,8,23,17,0,39,4,27,0,35,0,3,4,37,22,0,61,5,21,0,32,0,3,3,35,36,0,64,6,21,0,32,0,0,0,33,20,0,56,11,20,0,31,0,0,0,36,20,0,53,13,12,3,20,0,0,0,20,12,0,28,7,7,0,13,0,0,0,13,9,0,24,10,0,0,11,0,0,0,11,0,0,13,10,0,0,10,0,0,0,10,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,19,23,0,36,3,0,4,38,20,0,60,0,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,0,0,0,0,0,0,0,0,11,0,11,0,3,0,3,0,0,3,7,3,0,12,0,7,0,11,3,0,4,13,16,0,29,0,11,3,15,0,12,11,27,30,0,54,7,16,0,25,5,13,11,37,45,0,82,15,45,7,60,9,8,19,80,56,0,129,6,38,5,55,3,8,10,64,67,0,133,12,30,0,44,0,0,3,50,58,0,105,34,21,3,57,0,3,6,61,47,0,115,13,12,3,28,0,0,0,34,17,0,45,13,15,0,21,0,0,0,25,11,0,35,17,0,3,26,0,0,0,26,4,0,29,13,8,0,19,0,0,0,23,0,0,19,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,29,22,0,50,4,0,4,55,39,11,104,4,0
205041094,0,0,0,0,0,3,3,3,4,0,8,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,4,5,0,9,3,4,0,8,5,0,3,9,15,0,23,0,6,0,7,3,3,5,8,33,0,40,0,27,3,26,3,6,12,39,37,0,75,11,18,0,30,3,0,3,34,28,0,55,4,17,0,28,0,0,0,26,21,0,49,16,11,0,26,0,0,0,26,21,0,46,20,4,0,27,0,0,0,27,9,0,31,12,7,0,21,0,0,0,23,8,0,29,6,0,0,6,0,0,0,6,5,0,10,14,0,0,14,0,0,0,14,0,0,20,6,0,0,4,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,5,6,0,0,6,0,0,0,6,0,0,6,18,10,0,29,0,0,0,29,13,0,42,0,0
205041095,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,3,0,3,3,6,0,11,0,3,0,4,5,3,10,12,20,0,37,0,14,0,14,7,0,11,21,45,0,62,0,13,0,13,3,7,10,30,50,0,76,3,44,0,49,9,9,22,70,69,0,143,9,39,6,52,6,11,12,69,77,0,149,16,41,3,57,3,0,3,65,49,0,116,24,14,4,38,0,0,0,38,41,0,83,20,9,0,38,0,0,0,39,19,0,55,17,14,3,27,0,0,0,27,10,0,35,6,10,3,15,0,0,0,15,7,0,20,22,0,3,25,0,0,0,25,6,0,32,13,0,0,15,0,0,0,15,3,0,18,3,0,0,4,0,0,0,4,0,0,10,5,0,0,6,0,0,0,6,4,0,7,3,0,0,3,0,0,0,0,0,0,5,33,21,3,59,6,0,6,62,33,3,101,0,4
205041096,0,0,0,0,7,0,5,5,10,0,12,0,0,0,0,0,0,0,0,3,0,8,0,5,0,9,3,0,7,11,24,0,36,0,3,0,4,3,3,6,13,49,0,65,3,7,0,10,7,6,18,29,55,0,85,6,30,0,43,5,11,21,62,71,3,134,10,22,3,32,7,3,10,42,52,0,97,20,21,3,41,3,0,8,48,48,0,95,16,26,6,48,3,8,9,60,35,0,97,10,13,0,22,0,0,0,22,21,0,47,11,9,0,23,0,0,0,20,8,0,28,8,4,0,13,0,0,0,13,3,0,19,8,3,0,15,0,0,0,19,10,0,25,6,0,0,10,0,0,0,10,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,3,0,5,7,16,0,29,6,6,11,39,29,0,69,0,0
205041097,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,8,0,8,0,3,0,3,10,0,11,15,18,0,36,0,16,0,16,3,3,4,18,38,0,58,6,21,3,26,11,13,22,51,44,0,92,14,60,4,82,6,19,28,108,73,0,188,19,45,3,65,3,7,15,81,68,0,147,32,45,0,81,3,3,3,88,40,0,128,47,37,5,93,0,3,4,96,40,0,135,29,25,4,53,0,0,0,56,7,0,64,48,7,4,55,0,0,0,57,11,0,71,41,13,5,56,0,0,0,56,8,0,62,30,15,3,44,3,0,4,49,5,0,53,10,6,0,20,0,0,0,20,6,0,27,3,0,0,7,0,0,0,7,0,0,4,6,0,0,6,0,0,0,9,3,0,13,5,3,0,6,0,0,0,11,0,0,11,34,29,8,68,9,0,9,74,34,0,104,0,0
205041098,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,3,0,0,0,5,3,0,4,0,8,0,8,0,0,0,7,5,0,17,0,3,0,4,0,0,0,3,15,0,20,0,4,0,3,0,0,0,3,8,0,14,9,9,0,15,0,0,0,20,11,0,29,3,7,3,7,0,0,0,9,10,0,21,7,3,0,8,0,0,0,8,0,0,8,6,0,0,4,0,0,0,4,3,0,6,4,0,0,4,0,0,0,4,0,0,4,4,0,0,8,0,0,0,8,3,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,7,3,0,6,0,0,0,9,3,0,13,0,0
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,4,0,3,0,5,0,0,0,5,4,0,13,0,3,0,3,0,0,0,6,3,0,12,3,4,0,6,0,0,0,6,4,0,9,3,4,0,5,0,0,0,5,9,0,18,5,6,0,16,0,0,0,16,4,0,15,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,9,0,11,0,0
205051101,0,0,0,0,3,0,5,3,5,0,6,0,3,0,3,0,0,0,4,3,0,8,0,3,0,4,0,0,0,9,4,0,14,0,10,0,9,0,0,3,16,11,0,24,3,19,0,20,0,4,4,29,20,0,48,4,25,3,29,5,3,5,33,23,0,62,6,26,0,30,0,5,4,36,35,0,73,11,14,0,33,0,0,0,33,17,0,52,18,10,0,28,3,0,3,30,24,0,54,26,6,0,35,0,0,0,35,16,0,48,10,3,0,10,0,0,0,10,4,0,15,13,0,0,15,0,0,0,15,3,0,15,11,5,3,18,0,0,0,18,3,0,23,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,3,0,0,3,3,4,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,11,3,25,0,0,6,24,18,0,46,0,0
205051102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,4,3,0,3,0,3,3,8,7,0,12,0,3,0,6,0,3,3,7,3,0,11,0,4,0,4,0,0,0,6,10,0,9,4,3,0,3,0,0,0,3,7,0,10,0,3,0,6,0,0,0,6,6,0,13,0,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,16,0,0,0,13,4,0,21,0,0
205051103,0,0,0,0,0,0,0,0,8,0,12,0,3,0,3,0,0,0,3,3,0,4,0,3,0,9,4,0,5,9,6,0,14,0,3,0,4,0,6,5,10,22,0,34,3,13,0,22,3,5,3,27,25,0,56,4,20,0,31,3,3,12,41,30,0,70,10,24,0,40,0,4,4,41,38,0,82,19,29,0,42,0,0,0,42,38,4,81,25,15,0,40,0,0,4,45,26,0,69,24,10,0,32,0,0,0,31,11,0,46,11,10,3,26,0,0,0,26,5,0,32,17,7,0,24,0,0,0,24,8,0,35,18,3,0,21,0,3,3,19,3,0,20,4,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9,6,0,0,6,0,0,0,6,0,0,6,11,20,4,37,0,0,0,39,21,0,56,3,8
205051104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,3,0,3,0,0,0,4,4,0,7,0,0,0,4,0,0,0,4,8,0,14,0,5,0,5,0,0,0,5,3,0,10,0,13,0,16,0,0,3,17,16,0,35,7,7,0,9,0,0,0,13,13,0,27,7,9,0,14,0,0,3,13,9,0,24,4,5,0,13,0,0,0,11,15,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,4,0,0,0,4,0,0,8,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,8,9,0,15,0,0
206011105,0,0,0,0,3,0,3,3,10,0,15,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,3,7,14,0,25,0,4,0,4,0,3,3,5,6,0,11,3,7,0,11,0,0,3,13,17,0,30,8,11,3,24,0,3,3,21,27,0,54,8,6,0,17,3,0,3,18,39,0,58,15,21,0,34,0,0,0,34,27,0,60,17,23,0,41,0,0,0,44,37,0,83,15,13,0,30,0,0,0,30,18,0,51,23,16,0,35,0,0,0,35,20,0,53,12,3,0,13,0,0,0,13,15,0,28,35,4,0,41,0,0,0,39,22,0,63,14,3,0,16,0,0,0,16,7,0,20,3,0,0,7,0,0,0,7,0,0,6,8,3,0,13,0,0,0,13,3,0,15,10,3,0,6,0,0,0,6,0,0,6,20,8,0,28,0,0,0,27,25,0,53,0,0
206011106,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,4,0,11,0,3,0,7,0,0,0,7,6,0,8,0,3,0,3,0,0,0,3,9,0,9,0,8,0,7,0,3,3,9,6,0,12,3,7,0,13,0,3,3,15,12,0,28,3,19,0,24,0,0,0,24,23,0,45,14,14,0,26,0,0,0,26,18,0,40,7,0,0,10,0,0,0,10,3,0,14,19,3,3,19,0,0,0,19,3,0,24,9,0,0,11,0,0,0,11,4,0,17,9,0,0,15,0,0,0,15,12,0,30,5,3,0,7,0,0,0,7,3,0,12,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,7,3,0,0,4,0,0,0,4,0,0,4,12,4,0,20,0,0,0,20,11,0,32,0,0
206011107,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,4,3,6,0,0,8,3,0,0,3,0,0,0,6,12,0,11,0,3,0,3,0,0,0,8,16,0,20,0,7,0,7,0,3,7,8,17,0,22,3,12,0,11,0,0,0,17,11,0,28,0,12,0,15,0,3,3,16,23,0,39,11,12,0,20,0,0,3,25,22,0,46,9,17,0,25,0,0,0,25,18,0,44,12,11,0,20,0,0,0,20,15,0,41,17,5,3,28,0,0,3,28,6,0,35,14,0,0,15,0,0,0,15,5,0,24,21,3,0,24,0,0,0,24,3,0,35,9,3,0,13,0,0,0,13,3,0,10,3,0,0,3,0,0,0,3,0,0,3,5,0,0,9,0,0,0,9,0,0,9,3,3,0,7,0,0,0,7,0,0,11,14,10,0,18,3,0,3,24,25,0,50,0,0
206011108,0,0,0,0,0,0,4,8,12,0,19,0,0,0,0,0,0,0,3,9,0,10,0,5,0,5,0,0,0,8,14,0,16,0,3,0,3,3,0,3,7,9,0,22,7,3,0,9,0,3,7,12,21,0,32,0,14,3,18,3,6,6,28,34,0,61,8,18,0,23,0,0,0,24,46,0,70,17,25,4,40,0,3,5,47,39,0,88,26,20,3,46,0,0,0,46,72,0,123,23,17,0,46,3,0,3,49,31,0,77,20,12,0,36,0,0,0,37,18,0,57,19,3,0,25,0,0,0,25,22,0,47,37,15,0,53,0,0,0,55,21,0,80,13,4,0,14,0,0,0,14,10,0,26,11,3,0,14,0,0,0,14,4,0,14,14,0,0,10,0,0,0,10,3,0,12,7,0,0,7,0,0,0,7,3,0,9,29,16,3,45,0,3,3,46,45,4,91,0,0
206011109,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,4,3,0,9,0,0,0,0,0,0,0,3,7,0,10,0,6,0,11,0,3,3,14,16,0,22,3,6,0,12,0,0,0,15,11,0,25,4,7,0,14,0,3,3,16,18,0,33,8,14,0,20,0,0,0,19,20,0,43,8,8,0,13,0,0,3,17,14,0,30,14,9,0,23,0,0,0,23,8,0,32,9,4,0,13,0,0,0,13,5,0,26,18,9,0,23,0,0,0,22,10,0,34,4,3,0,5,0,0,0,5,4,0,12,0,0,0,3,0,0,0,3,0,0,6,3,0,0,4,0,0,0,7,0,0,7,0,0,0,3,0,0,0,3,0,0,7,10,11,0,18,0,0,0,21,12,0,34,5,0
206021110,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,3,7,0,8,0,5,0,5,0,0,0,5,4,0,12,3,3,0,6,0,0,0,10,4,0,18,0,15,0,11,0,0,0,11,6,0,24,6,5,0,20,0,0,0,20,16,0,32,3,7,0,11,0,0,0,11,12,0,25,3,9,0,16,0,0,0,16,5,0,20,7,6,0,12,0,0,0,12,3,0,19,6,6,3,17,0,0,0,17,10,0,25,15,4,0,16,0,0,0,23,0,0,20,10,4,0,9,0,0,0,9,3,0,14,5,0,0,6,0,0,0,6,3,0,10,10,0,0,10,0,0,0,10,0,0,11,3,0,0,5,0,0,0,5,3,0,12,10,4,0,14,0,0,0,13,5,0,20,0,0
206021111,0,0,0,3,0,0,0,3,11,0,13,0,0,0,0,0,0,3,0,3,0,8,0,8,0,12,3,0,8,17,18,0,31,0,7,0,9,0,0,3,8,10,0,16,0,10,0,11,3,3,6,18,12,0,36,0,11,0,18,3,0,4,20,24,0,45,8,14,0,25,0,0,0,24,31,0,57,8,26,0,35,0,3,3,42,44,0,86,18,28,8,56,0,0,0,53,37,0,96,18,14,0,36,0,0,0,36,24,0,53,29,9,0,35,0,0,0,35,15,0,56,25,11,0,31,0,0,0,36,16,0,43,34,14,0,46,0,0,0,46,11,0,63,10,0,0,8,0,0,0,8,13,0,22,11,0,0,9,0,0,0,9,6,0,11,25,3,0,27,0,0,0,27,0,0,30,11,0,0,15,0,0,0,15,4,0,16,27,16,4,45,0,0,0,47,18,0,70,0,0
206021112,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,3,8,14,0,24,0,8,0,9,5,0,5,12,12,0,22,0,3,0,4,0,0,0,10,21,0,26,4,22,0,23,0,0,3,29,25,0,57,4,15,0,21,0,0,0,21,34,0,51,12,10,0,24,0,3,3,28,17,0,47,20,21,0,45,4,0,4,46,26,0,73,20,14,0,36,0,0,0,36,23,0,56,15,4,0,15,0,0,0,15,7,0,30,14,6,0,23,0,0,0,23,11,0,30,28,9,0,39,0,0,0,40,17,0,54,6,3,0,12,0,0,0,12,6,0,17,0,4,0,3,0,0,0,3,3,0,7,17,0,0,17,0,0,0,19,3,0,21,3,0,0,3,0,0,0,3,3,0,7,14,13,3,31,0,0,0,31,16,3,50,0,3
206031113,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,5,0,10,7,29,0,46,0,3,0,7,7,3,7,16,28,0,42,0,3,0,4,3,0,3,13,22,0,33,6,8,5,19,3,3,3,18,19,0,34,6,16,0,21,0,0,3,21,20,0,37,0,9,0,16,3,0,5,19,28,0,42,8,9,0,23,0,0,0,23,24,0,46,19,8,0,30,0,0,0,30,10,0,39,16,8,0,20,0,0,0,20,8,0,28,5,6,4,17,0,0,0,17,11,0,31,26,6,0,30,0,0,0,30,10,0,37,0,3,0,8,0,0,0,8,9,0,12,3,0,0,3,0,0,0,3,0,0,3,11,0,0,17,0,0,0,17,0,0,18,9,4,0,12,0,0,0,12,5,0,13,15,11,0,26,0,0,0,26,22,3,46,3,3
206031114,0,0,0,0,0,0,0,6,11,0,14,0,3,0,3,0,0,3,5,0,0,4,0,0,0,3,0,0,3,5,3,0,8,0,0,0,0,0,0,3,3,9,0,14,0,4,0,4,0,0,3,7,19,0,26,0,13,0,17,3,7,5,27,26,0,48,7,28,0,42,3,0,4,39,32,0,76,15,30,0,42,0,0,0,42,27,0,71,26,24,0,51,0,0,4,55,33,0,82,29,20,3,49,5,0,5,54,21,0,77,36,15,3,52,3,0,3,54,11,0,65,28,8,3,37,0,0,0,37,5,0,44,57,10,3,70,0,0,0,70,22,0,88,19,3,4,27,0,0,0,29,9,0,39,12,4,0,10,0,0,0,10,7,0,16,16,3,0,25,0,0,0,25,0,0,22,20,0,0,16,0,0,0,16,7,0,25,39,14,4,56,0,0,3,61,24,3,86,4,0
206031115,0,0,0,3,3,0,3,8,20,0,23,0,0,0,0,0,0,0,4,10,0,15,3,8,0,12,4,7,10,24,22,0,43,0,3,0,3,0,0,0,3,15,0,20,0,9,0,8,4,3,4,15,40,0,57,0,16,0,19,0,3,4,25,14,0,40,4,7,4,13,0,5,5,17,19,0,39,9,12,0,16,0,0,0,16,18,0,36,9,6,0,12,0,0,3,14,23,0,42,7,5,0,8,0,0,0,8,13,0,22,8,3,0,13,0,0,0,13,6,0,22,3,0,0,3,0,0,0,3,0,0,10,12,3,0,16,0,0,0,16,8,0,20,5,0,0,5,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,3,12,4,3,17,0,6,3,22,17,0,38,0,0
206031116,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,4,4,0,3,0,0,0,0,0,0,0,3,7,0,6,0,0,0,3,0,0,0,3,4,0,6,0,4,0,4,0,0,0,4,11,0,12,0,13,0,13,0,3,6,15,15,0,28,0,13,0,19,0,0,0,19,14,0,30,7,4,0,12,0,0,0,11,17,0,31,7,11,0,19,0,0,0,20,19,0,34,18,9,3,26,0,0,0,26,14,0,43,14,8,0,20,0,0,0,20,12,0,31,18,7,0,19,0,0,0,24,6,0,29,27,3,0,27,0,0,0,27,7,0,36,9,3,0,13,0,0,0,13,8,0,22,3,3,0,7,0,0,0,4,3,0,9,7,0,0,7,0,0,0,7,3,0,8,7,3,0,6,0,0,0,6,0,0,13,12,6,0,20,0,0,0,19,15,0,37,0,0
206041117,0,0,0,0,3,4,3,6,17,0,24,0,0,0,3,0,0,0,3,8,0,18,0,3,0,3,4,4,5,6,24,0,33,0,0,0,0,0,0,0,0,18,0,23,0,6,0,11,0,3,3,11,19,0,34,6,11,0,16,0,3,3,16,24,0,42,0,6,0,8,0,0,0,8,29,0,37,8,8,0,18,0,5,0,22,13,0,36,9,7,0,23,0,0,0,23,28,0,46,5,0,0,5,0,0,0,5,15,0,23,4,3,0,4,0,0,0,4,3,0,14,5,0,0,6,0,0,0,6,3,0,10,8,3,0,12,0,0,0,12,3,0,13,3,3,0,10,0,0,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,0,0,8,0,0,12,0,0,0,3,0,0,0,3,0,0,3,3,3,0,10,3,0,6,14,22,0,34,0,0
