SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
310031292,0,0,0,0,3,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,11,0,0,0,0,0,0,0,0,6,0,12,0,3,0,3,5,3,12,17,11,0,27,0,9,0,8,0,3,7,10,31,0,46,7,12,0,13,0,0,0,13,33,0,50,7,10,0,15,0,0,3,14,22,0,38,19,9,0,32,0,0,0,32,11,0,43,12,3,0,13,0,0,0,15,7,0,25,11,4,0,24,0,0,0,24,5,0,27,3,3,0,6,0,0,0,6,3,0,13,8,0,0,13,0,0,0,13,0,0,11,3,0,0,3,0,0,0,3,3,0,8,4,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,7,0,20,0,3,6,21,12,0,34,0,0
310031293,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,6,0,10,0,8,0,9,3,3,3,14,7,0,24,0,9,0,7,5,0,8,20,27,0,48,8,28,0,35,9,6,16,52,46,0,102,18,28,0,42,3,8,11,55,35,0,84,33,18,3,56,0,4,3,60,32,0,91,43,13,3,59,3,0,3,62,38,0,96,40,10,0,49,3,6,4,58,13,0,76,31,7,0,37,0,0,0,37,12,0,51,22,6,3,32,0,0,0,32,3,0,34,32,3,0,35,0,0,0,35,9,0,43,19,0,0,19,0,0,0,19,4,0,23,8,0,0,8,0,0,0,8,0,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,17,16,0,32,0,0,0,36,19,3,55,3,3
310031294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,4,0,5,0,0,5,6,3,0,13,0,4,0,10,0,0,0,7,9,0,14,0,5,0,9,0,0,0,9,8,0,15,4,5,0,15,0,0,0,15,3,0,13,0,8,0,10,0,0,0,5,3,0,13,12,6,0,14,0,0,0,17,4,0,21,8,0,0,8,0,0,0,8,0,0,14,3,0,0,4,0,0,0,9,0,0,7,8,4,0,9,0,0,0,9,3,0,11,9,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,0,0,0,7,3,0,10,3,0
310031295,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,3,0,3,3,13,0,14,0,0,0,0,0,0,3,3,19,0,20,0,3,0,5,0,0,3,5,25,0,36,5,8,0,12,3,0,3,15,17,0,37,3,7,0,5,0,0,0,9,9,0,23,6,3,0,13,0,0,0,10,6,0,20,5,0,0,8,0,0,0,8,9,0,12,0,0,0,3,0,0,0,3,6,0,10,0,0,0,3,0,0,0,3,3,0,5,6,5,0,9,0,0,0,9,3,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,3,10,10,0,19,0,0
310041296,0,0,0,0,0,3,7,7,9,0,11,0,4,0,4,0,0,0,0,3,0,4,0,4,0,0,0,0,6,4,3,0,9,0,0,0,0,3,7,5,12,6,0,14,0,11,0,8,4,0,7,20,18,0,31,5,9,0,14,0,4,10,20,22,0,47,10,16,4,28,3,0,3,29,19,0,55,17,18,0,35,0,0,0,36,21,0,54,23,14,0,43,4,0,4,44,16,0,56,33,9,0,41,0,0,0,46,12,0,56,19,3,0,25,0,0,0,24,11,0,33,8,3,0,14,0,0,0,16,7,0,18,31,5,0,37,3,0,3,36,3,0,46,5,3,0,13,0,0,0,12,0,0,13,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,5,8,0,0,8,0,0,0,8,0,0,8,17,8,0,21,3,0,3,29,7,0,38,0,0
310041297,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,7,9,0,7,0,0,0,0,0,0,3,3,13,0,13,0,0,0,3,0,0,0,5,22,0,28,3,18,0,20,3,3,6,28,26,0,47,8,7,0,16,4,4,4,23,24,0,48,19,10,0,35,3,0,3,36,23,0,59,21,3,0,33,0,0,0,31,23,0,53,19,10,3,28,4,0,6,34,8,0,42,7,3,4,18,0,0,0,19,3,0,18,7,0,0,13,0,0,0,13,0,0,12,22,4,0,27,0,0,0,29,4,0,37,10,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,20,4,3,31,0,0,0,27,11,0,44,0,0
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,0,0,3,3,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,4,0,3,0,0,3,3,9,0,12,0,10,0,10,3,3,7,11,13,0,25,3,13,3,20,3,7,9,22,35,0,56,6,15,0,26,0,4,8,34,28,0,68,19,20,3,44,0,0,0,45,18,0,65,25,18,0,43,0,0,0,42,13,0,59,26,3,0,31,0,0,0,31,12,0,47,12,3,0,18,0,0,0,17,6,0,25,9,6,0,12,0,0,0,16,3,0,22,15,0,0,22,0,0,0,23,6,0,26,3,0,3,9,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,9,0,16,4,0,4,22,16,0,31,0,0
310041300,0,0,0,0,6,0,6,6,24,0,27,0,0,0,0,0,0,3,3,5,0,5,0,0,0,3,0,0,0,3,17,0,27,0,4,0,6,5,3,11,16,25,0,41,0,7,0,10,3,7,14,28,27,0,56,11,15,0,28,10,5,7,38,56,0,87,23,15,3,41,0,0,3,46,47,0,93,27,9,0,37,0,4,4,42,26,0,72,25,10,0,36,3,3,9,42,32,0,74,21,14,0,31,0,0,0,35,13,0,48,17,0,0,22,0,0,0,22,12,0,29,12,4,0,17,0,3,3,22,4,0,29,23,5,0,32,0,0,3,35,4,0,37,3,0,0,5,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,14,6,0,21,0,0,0,18,21,0,38,0,3
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,0,0,0,0,5,4,6,10,16,0,28,0,0,0,4,3,0,3,4,4,0,10,0,6,0,6,3,0,7,8,21,0,35,0,3,3,8,7,6,8,16,28,0,43,3,15,0,19,17,6,23,39,51,0,86,8,32,0,43,14,9,19,62,90,0,154,32,46,12,94,18,3,21,112,73,0,184,53,29,4,88,3,4,12,98,47,0,145,61,41,3,98,4,3,7,109,48,0,151,40,17,4,59,0,0,3,58,22,0,83,41,17,3,53,0,0,3,56,16,0,79,20,9,0,25,0,0,0,25,6,0,32,30,6,0,35,0,0,3,39,18,0,55,16,3,0,16,0,0,0,16,9,0,25,4,0,0,4,0,0,0,4,0,0,3,4,0,0,4,0,0,0,4,0,0,9,0,0,0,6,0,0,0,5,0,0,5,19,13,0,36,0,0,3,39,30,0,71,0,6
310041303,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,9,0,3,0,3,3,0,4,7,11,0,19,0,19,0,14,0,3,7,22,15,0,40,9,7,0,17,0,0,0,14,10,0,29,21,9,0,35,0,0,0,35,11,0,39,19,7,0,24,0,0,0,25,14,0,33,18,4,0,19,3,0,3,22,3,0,28,21,0,0,26,0,0,0,26,3,0,27,14,0,0,15,0,0,0,15,3,0,14,19,0,0,19,0,0,0,20,4,0,20,7,0,0,10,0,0,0,10,0,0,10,8,0,0,8,0,0,0,8,0,0,8,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,0,17,0,0,3,19,9,0,29,0,0
310041304,3,0,0,3,0,0,0,3,9,0,8,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,3,0,3,3,4,0,8,0,3,0,3,0,0,0,3,5,0,15,0,4,0,11,0,0,7,11,9,0,22,5,20,0,24,0,7,7,37,37,0,71,13,30,0,46,4,6,7,53,17,0,69,32,22,0,57,0,0,0,55,15,0,74,66,21,0,88,3,3,3,94,13,3,110,45,18,0,63,0,0,0,65,9,0,72,38,13,0,52,0,0,0,52,12,0,60,28,4,0,33,0,0,0,33,4,0,41,36,4,0,41,0,0,0,38,8,0,47,9,0,0,15,0,0,0,15,5,0,20,0,0,0,8,0,0,0,8,0,0,8,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,9,0,22,0,0,0,27,13,0,43,3,0
311011305,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,8,7,7,0,18,0,0,0,0,5,0,7,7,19,0,30,3,7,0,13,7,3,5,19,51,0,74,3,34,0,38,5,8,12,49,65,0,119,10,24,0,39,0,0,3,44,50,0,89,16,27,4,41,0,0,3,40,31,0,75,26,14,3,45,3,0,3,50,29,0,79,19,16,0,42,0,0,0,44,19,0,60,18,3,0,21,0,0,0,21,12,0,33,11,4,0,14,0,0,0,14,3,0,21,12,5,0,18,0,0,0,18,9,0,27,7,0,0,4,0,0,0,4,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,4,3,0,4,16,12,0,25,4,7,4,34,33,3,63,0,0
311021306,0,0,0,0,0,3,4,6,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,3,0,9,11,12,0,17,0,6,0,10,4,3,4,16,22,0,31,0,7,0,7,6,0,5,11,28,0,41,3,12,3,17,13,10,18,37,46,0,87,8,23,0,28,0,3,4,32,46,0,79,19,12,3,35,3,0,0,36,32,0,68,15,8,0,30,3,0,3,34,28,0,62,25,5,3,36,0,0,0,36,15,0,52,12,9,0,17,0,0,0,18,13,0,30,13,3,0,22,0,0,3,25,3,0,24,9,3,0,16,0,0,0,16,7,0,18,9,0,0,7,0,0,0,7,0,0,11,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,3,0,25,0,0,3,31,19,3,48,0,0
311021307,0,0,0,0,0,0,0,7,11,0,15,0,0,0,3,0,0,0,3,4,0,7,0,7,0,5,8,4,12,18,22,3,40,0,8,0,8,7,3,7,12,31,0,41,0,9,4,17,7,4,13,24,43,0,69,8,28,4,41,10,16,28,67,90,0,154,28,36,3,60,3,6,12,78,69,0,149,33,25,3,61,3,0,7,65,57,0,121,39,16,5,65,8,3,12,73,59,0,130,26,3,3,37,0,0,0,37,23,0,56,8,10,0,18,3,0,3,21,20,0,37,15,3,0,15,0,0,0,15,3,0,25,23,0,0,29,0,0,0,24,11,0,33,9,4,0,10,0,0,0,10,3,0,15,3,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,3,0,3,10,11,4,25,3,0,3,23,34,3,60,0,0
311021308,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,11,0,4,0,3,0,0,3,6,6,0,14,0,7,0,9,7,5,10,17,14,0,31,4,11,7,25,0,3,9,29,27,0,57,9,8,0,22,0,3,3,24,29,0,58,14,15,0,25,0,0,3,31,17,0,42,29,6,0,36,3,0,3,44,9,0,53,15,9,0,25,0,4,4,26,15,0,42,15,3,3,27,3,0,3,28,3,0,32,13,3,0,14,0,0,0,15,3,0,23,14,3,0,23,0,0,0,23,8,0,22,10,0,0,10,0,0,0,10,3,0,7,0,3,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,0,21,0,0,0,20,8,3,25,0,0
311021309,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,6,0,4,0,8,0,4,3,11,12,0,20,3,8,0,12,4,0,7,15,22,0,37,9,7,0,15,0,0,0,21,24,0,43,8,19,0,31,0,0,3,32,16,0,44,27,13,0,35,0,0,0,35,13,0,53,20,3,0,18,0,0,0,18,12,0,31,10,4,0,9,0,0,0,9,5,0,15,7,0,0,7,0,0,0,7,3,0,12,15,0,0,14,0,0,0,14,0,0,20,3,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,14,0,0,12,0,0,0,12,5,0,20,0,3
311021310,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,8,7,0,16,0,3,0,3,0,0,0,5,5,0,9,5,3,0,10,0,0,3,11,13,0,24,0,10,0,15,0,0,0,17,11,0,25,16,4,0,18,0,0,0,16,11,0,33,10,9,4,21,0,0,0,22,12,0,35,14,3,0,14,0,0,3,17,5,0,21,13,3,0,17,0,0,0,17,0,0,17,8,0,3,10,0,0,0,10,3,0,14,11,3,0,8,0,0,0,15,4,0,12,8,0,0,8,0,0,0,8,0,0,12,8,0,0,8,0,0,0,8,0,0,6,0,3,0,5,0,0,0,5,0,0,7,3,0,0,3,0,0,0,3,0,0,3,8,6,0,13,0,0,0,19,5,0,22,0,0
311031311,3,0,0,3,3,0,3,5,3,0,8,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,3,3,15,0,14,0,5,3,9,3,7,4,20,17,0,35,0,15,0,13,0,7,10,22,34,0,52,3,17,0,25,4,4,6,30,31,0,59,13,16,4,30,5,4,7,43,44,0,85,17,24,0,39,6,0,6,46,31,0,79,34,18,7,56,6,3,9,57,30,0,88,18,15,5,38,0,0,0,38,15,0,51,19,5,0,27,0,0,0,27,5,0,36,14,3,0,20,0,0,0,20,5,0,23,15,5,0,23,0,0,0,23,7,0,35,7,5,0,9,0,0,0,9,4,0,13,4,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,0,3,20,0,24,3,0,3,22,23,0,50,0,3
311031312,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,8,0,3,0,3,0,3,3,5,5,0,16,0,3,3,4,4,0,3,8,10,0,18,0,5,0,4,0,0,3,6,15,0,21,4,13,0,16,9,11,16,34,30,0,63,9,12,0,23,3,3,3,33,20,0,52,12,19,0,37,3,0,5,42,23,0,61,20,9,0,31,3,0,3,33,18,0,51,13,7,0,24,0,0,0,24,4,0,29,10,9,0,17,0,4,4,19,11,0,28,19,5,0,22,0,0,0,22,6,0,23,11,3,0,15,0,0,0,15,9,0,30,9,0,0,9,0,0,0,9,0,0,12,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,27,3,0,4,29,20,0,50,0,0
311031313,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,5,0,6,3,0,0,4,3,0,3,7,9,0,11,10,0,0,11,0,0,3,12,15,0,31,4,0,0,3,0,0,0,3,3,0,10,8,4,0,17,0,0,0,18,10,0,26,11,9,0,19,0,0,0,19,10,0,24,6,4,0,14,0,0,0,14,7,0,22,0,3,0,4,0,0,0,6,0,0,10,3,0,0,3,0,0,0,5,3,0,9,5,7,0,11,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,0,0,0,12,3,0,16,0,0
311031314,0,0,0,0,0,0,4,4,20,0,21,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,4,7,5,12,11,0,29,0,5,3,10,3,0,6,10,15,0,27,0,8,0,11,3,5,10,15,33,0,56,7,22,3,32,0,10,12,46,41,0,86,22,20,3,44,0,6,4,48,63,0,113,34,11,0,53,4,3,3,53,34,0,92,32,19,3,49,0,3,3,55,34,0,89,35,12,0,45,0,3,3,46,24,0,67,22,3,4,26,0,0,3,29,7,0,41,12,9,0,20,0,0,0,20,5,0,24,33,3,0,32,0,0,0,32,9,0,41,8,0,0,8,0,0,0,8,0,0,9,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,13,16,3,25,3,0,3,28,18,0,46,0,0
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,5,0,4,8,5,0,7,0,4,0,4,0,0,0,3,8,0,16,0,3,0,3,3,0,3,7,13,0,14,3,15,0,19,0,0,3,25,17,0,41,10,14,0,22,3,0,5,27,17,0,48,23,13,0,42,0,0,0,39,12,0,52,15,23,3,41,0,0,3,43,16,0,57,20,8,0,28,0,0,0,32,8,0,44,10,4,0,14,0,0,0,15,6,0,26,6,3,0,10,0,0,0,10,6,0,14,21,3,3,21,0,0,0,21,5,0,29,5,0,0,8,0,0,0,8,6,0,15,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,4,0,0,4,12,6,0,19,3,0,3,19,7,0,29,0,0
311031317,0,0,0,0,3,3,6,6,13,0,17,0,3,0,4,0,0,0,4,3,0,8,0,3,0,10,8,0,5,11,12,0,26,0,3,0,3,3,4,5,14,24,0,39,3,15,0,14,10,4,13,28,45,0,75,6,31,3,44,9,3,8,52,67,0,127,18,30,0,42,10,3,8,54,56,0,109,39,35,8,77,3,4,3,86,40,0,118,50,20,0,65,5,3,7,75,38,0,111,27,12,0,43,0,0,0,45,23,0,65,21,6,0,27,0,0,0,27,15,0,39,17,0,0,17,0,0,0,21,8,0,29,29,8,0,34,0,0,0,34,3,0,43,8,0,0,8,0,0,0,8,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,10,0,29,3,0,3,31,18,0,49,0,0
311031318,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,4,0,6,0,3,0,3,0,0,0,3,3,0,8,0,3,0,3,0,0,0,5,8,0,5,4,0,0,5,0,0,0,9,8,0,9,0,0,0,3,0,0,0,3,3,0,9,9,9,0,10,0,0,0,10,0,0,16,6,7,0,13,0,0,0,13,5,0,19,5,3,0,11,0,0,0,11,0,0,8,4,0,0,4,0,0,0,4,4,0,11,3,0,0,5,0,0,0,5,5,0,10,3,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,7,3,0,13,0,0
