SA2_MAINCODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
107031137,0,0,3,0,0,0,0,0,0,5,0,7,5,0,0,3,0,0,0,21,32,23,187,5,12,11,91,42,10,413,3,0,88,8,3,0,12,31,0,148,0,0,9,0,0,0,3,6,0,31,3,8,0,4,0,0,3,5,0,35,0,15,0,5,0,0,0,3,0,25,26,21,3,5,7,14,15,6,0,105,4,5,0,41,5,3,3,3,0,63,4,6,5,0,0,3,0,0,0,12,7,0,28,0,6,3,10,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,19,0,0,17,0,0,0,10,6,5,39,87,87,353,73,41,37,148,113,20,970,0,3,3,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,5
107031138,9,11,5,3,0,3,0,0,0,33,3,10,6,0,0,3,0,0,0,26,61,48,146,10,14,11,38,21,3,361,38,12,95,3,5,0,12,11,3,178,6,8,15,0,0,0,0,0,0,33,10,65,4,10,3,0,3,0,0,90,24,49,4,8,0,4,0,0,0,85,61,45,13,6,17,16,5,3,3,162,22,33,5,36,4,6,3,4,3,112,0,18,3,0,3,0,0,0,0,25,9,0,22,3,0,0,7,3,0,46,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,3,3,0,23,3,3,5,0,0,0,0,3,4,14,248,291,321,85,47,48,76,54,15,1193,0,15,0,5,4,4,0,0,0,26,3,0,0,0,0,0,0,0,0,7,3,7,8,0,0,5,0,0,0,16,0,8,4,0,0,3,0,0,0,16,0,3,0,0,4,0,0,0,0,8
107031139,5,19,3,3,0,0,0,0,0,35,3,10,3,0,0,0,0,0,0,18,49,52,142,12,18,8,40,26,3,350,19,11,122,10,3,3,7,15,6,195,6,5,22,4,0,0,0,6,0,43,8,39,6,14,0,0,0,0,0,67,13,51,6,3,3,0,9,0,0,87,40,41,10,9,22,14,5,7,0,148,5,12,5,19,0,0,0,7,0,53,3,5,0,0,3,3,3,0,0,19,7,0,10,0,3,0,7,4,0,32,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,7,3,0,4,0,0,0,3,4,0,20,169,250,328,83,47,35,78,67,18,1077,3,13,0,0,7,0,0,0,0,25,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,3,0,0,14,0,7,0,0,0,0,0,0,0,8,3,3,3,0,4,3,0,0,0,16
107031140,9,16,3,0,0,4,0,4,0,37,0,7,4,0,4,0,0,0,0,14,70,85,137,23,13,7,30,25,8,395,45,13,140,0,6,3,11,22,6,253,14,16,25,3,0,0,7,9,3,82,8,68,4,8,0,0,3,3,0,94,19,80,0,12,0,0,0,0,0,114,63,58,4,7,8,23,3,0,3,171,19,31,3,28,3,3,4,3,0,93,5,20,8,0,3,3,0,0,0,36,7,0,16,0,3,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,7,0,9,0,0,0,5,9,3,37,267,397,357,83,44,54,66,77,26,1371,5,10,5,4,4,3,0,5,0,30,3,5,0,0,3,0,0,0,0,12,6,0,0,3,3,0,0,0,0,12,3,5,4,0,4,0,0,0,0,18,8,11,3,0,3,0,0,0,0,18
107031141,9,27,10,7,0,3,0,0,0,59,25,42,15,0,5,0,0,0,0,94,137,141,546,36,32,28,147,75,21,1169,65,6,241,6,7,14,48,53,5,446,5,3,22,3,0,4,17,5,0,64,6,90,11,15,4,0,3,3,0,128,18,79,3,10,0,6,3,0,0,126,117,91,20,15,53,40,23,25,8,382,13,39,7,80,14,7,9,7,7,174,0,13,6,3,0,7,0,6,0,39,8,0,58,7,3,9,11,16,0,114,3,0,0,0,0,0,0,0,0,4,5,3,12,0,0,0,8,4,6,39,11,4,15,4,3,3,12,10,9,64,420,550,956,188,126,122,280,203,67,2915,4,26,0,6,3,0,0,0,0,46,4,14,3,0,11,0,0,0,0,31,3,13,6,5,8,5,0,4,0,38,0,3,4,0,3,3,0,0,0,8,0,0,0,3,0,3,0,4,0,17
107031142,3,14,4,0,3,0,0,0,0,21,3,11,4,0,4,4,0,3,0,39,57,49,312,19,20,17,79,51,8,617,28,0,132,3,6,4,24,27,6,238,3,5,14,4,5,3,6,11,0,51,4,42,6,13,3,0,0,0,0,75,8,34,3,0,0,0,0,0,0,47,42,22,5,14,24,23,15,6,3,153,7,15,6,58,3,3,3,3,3,107,3,4,9,3,3,0,0,5,0,28,3,0,35,3,0,3,13,8,0,71,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,3,6,3,20,3,0,18,3,3,3,0,7,3,47,170,202,547,121,82,74,148,138,27,1503,4,5,3,0,0,3,0,3,0,24,3,8,0,0,3,0,0,0,0,12,0,3,0,3,4,0,0,3,0,24,0,3,3,0,0,0,0,0,0,10,0,0,6,0,3,4,0,3,0,11
107031143,3,15,4,3,4,0,0,3,0,27,11,18,12,0,3,3,3,0,0,51,66,68,441,23,41,31,150,75,8,900,26,3,244,5,4,10,35,90,6,426,3,4,31,3,3,0,5,10,0,59,3,33,7,28,3,0,0,5,3,83,7,46,5,7,5,3,4,0,0,72,54,39,14,12,31,24,29,16,3,226,14,21,10,65,6,3,7,10,0,143,0,11,4,3,8,4,3,9,0,40,8,0,53,8,0,9,14,10,7,107,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,14,3,0,39,3,6,38,7,4,4,23,26,17,131,201,270,869,163,111,94,292,256,45,2314,3,14,11,3,5,3,0,0,0,35,3,3,0,0,6,0,0,0,0,15,4,0,4,5,6,3,5,6,0,29,3,5,0,0,0,3,0,3,0,12,0,3,5,0,0,0,0,5,0,19
107041144,8,81,4,7,11,3,0,4,3,120,25,69,16,4,11,13,4,12,0,162,143,205,446,31,52,37,125,70,17,1126,65,19,204,7,3,15,41,51,3,419,3,6,20,4,0,3,6,7,3,63,15,137,13,29,5,4,10,4,0,218,14,106,4,17,0,4,3,3,3,159,176,155,25,12,64,57,19,26,11,539,22,97,10,94,19,10,5,5,3,263,7,24,8,7,7,14,3,6,0,78,13,0,53,5,3,4,11,12,0,105,0,0,0,3,0,0,0,0,0,5,5,3,9,0,0,0,3,5,3,34,11,8,16,6,0,5,7,15,15,87,508,913,839,229,173,155,245,230,64,3355,3,42,15,8,13,0,0,3,0,85,7,18,8,3,8,0,0,0,0,46,7,20,10,5,12,6,3,7,0,75,3,3,5,4,3,0,0,0,3,24,5,8,8,3,3,0,0,7,0,27
107041145,12,39,6,4,3,3,0,3,6,71,13,37,10,0,6,3,6,3,3,82,82,121,366,27,27,29,125,76,7,855,42,10,203,11,13,7,39,33,3,353,3,3,17,0,4,0,11,10,0,59,15,64,3,22,3,0,0,3,0,111,15,75,4,7,0,3,0,3,0,112,88,66,7,13,33,24,19,8,11,266,11,42,3,67,17,3,0,9,3,151,11,22,9,8,3,4,0,4,3,57,17,0,37,3,3,3,16,13,0,99,0,0,0,0,0,0,0,3,0,0,4,5,3,0,3,0,3,0,0,20,5,3,18,4,0,6,12,7,13,67,304,489,694,175,117,82,236,173,41,2312,4,27,5,3,8,0,0,0,3,61,0,12,7,0,5,0,0,0,0,18,4,10,4,0,0,3,4,11,0,44,0,3,4,3,0,0,0,0,0,16,6,12,11,3,5,0,0,0,0,29
107041146,25,84,10,7,4,3,3,8,4,150,30,92,24,4,9,6,4,10,4,185,140,255,419,19,33,44,119,93,13,1130,57,26,182,12,7,10,31,39,5,367,3,12,29,3,3,0,6,15,0,66,14,139,7,35,9,13,8,4,0,229,20,139,5,11,9,3,4,0,0,193,164,152,27,25,64,58,18,23,5,541,33,101,4,96,26,13,12,21,3,299,11,51,14,8,3,7,5,3,0,108,15,0,50,6,5,4,9,3,0,97,0,0,0,0,0,0,0,0,0,0,11,8,16,3,4,3,4,4,0,45,8,9,13,4,0,4,7,6,12,62,527,1055,793,235,182,163,232,239,46,3477,13,63,11,9,11,4,0,6,3,117,10,25,0,5,8,3,0,0,0,59,7,23,7,3,23,12,0,10,0,92,0,9,3,3,3,0,0,0,0,25,0,13,4,5,3,3,0,0,0,33
107041147,13,30,4,3,4,3,0,3,0,58,14,27,3,5,0,0,0,0,0,53,80,74,288,28,28,21,68,33,7,631,52,16,173,7,7,0,21,31,0,313,8,9,26,0,6,0,7,4,0,60,4,41,4,17,0,0,0,3,0,68,4,56,3,5,3,0,0,6,0,77,73,64,4,10,32,20,7,3,3,221,23,38,6,42,10,3,0,6,4,128,15,39,11,3,0,5,0,8,0,83,7,3,12,6,0,0,6,6,0,38,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,6,0,0,24,0,6,17,3,0,3,4,0,4,38,296,414,558,124,95,66,133,99,19,1797,9,25,0,3,7,3,0,0,0,50,0,7,0,3,8,0,0,0,0,15,0,8,3,0,4,3,0,0,0,23,3,10,0,0,0,5,0,0,0,17,8,3,9,0,3,4,0,0,0,25
107041148,19,77,4,0,0,0,0,3,0,108,23,35,3,0,4,0,0,0,0,64,101,111,216,23,24,15,37,33,3,561,54,34,148,8,7,5,21,18,0,288,12,13,41,0,3,0,12,12,3,93,13,127,3,22,0,3,0,3,0,171,16,106,3,10,0,0,0,0,0,142,138,91,10,17,31,23,10,3,4,322,38,107,5,38,16,6,0,7,4,217,14,80,16,3,3,4,3,3,0,140,9,4,10,8,0,0,7,3,0,39,0,0,0,0,0,0,0,0,0,3,6,11,0,3,4,0,3,3,0,31,3,8,8,0,0,3,0,4,5,44,448,808,470,144,90,65,89,93,30,2232,17,47,9,9,11,4,0,0,0,94,3,12,3,0,6,0,0,0,0,19,5,8,5,5,3,3,0,0,0,28,6,19,3,3,4,3,0,0,0,40,3,5,3,3,8,0,0,0,0,33
107041150,17,52,9,13,4,3,0,4,3,110,17,63,14,0,4,3,0,4,0,110,175,169,502,45,28,30,129,61,20,1156,83,17,260,9,7,6,48,45,4,472,8,12,38,3,5,4,9,11,0,92,24,126,7,45,10,3,3,7,0,226,21,133,8,14,5,3,8,3,3,208,165,115,24,19,66,42,18,15,3,467,33,99,13,113,7,14,12,10,5,298,21,51,12,9,3,3,3,4,0,110,8,0,37,7,6,3,8,3,0,81,0,0,3,0,0,0,0,0,0,3,9,14,5,4,3,0,6,8,0,47,8,8,16,4,3,5,8,3,12,78,593,870,939,288,161,114,258,176,57,3446,10,46,9,11,15,0,0,0,0,89,6,19,3,3,10,3,0,0,0,39,3,18,10,3,4,7,3,3,0,54,4,18,10,0,4,0,0,0,0,36,4,13,3,6,9,3,0,3,0,35
107041548,14,61,9,11,3,3,3,9,3,126,17,80,16,3,7,9,0,8,0,139,86,199,233,14,20,22,54,41,8,684,38,4,89,5,0,5,8,23,3,170,3,11,23,0,0,0,4,7,0,48,4,176,5,32,6,3,0,3,0,227,14,97,4,8,0,0,0,3,0,140,113,135,18,28,52,52,12,13,6,433,33,99,8,53,12,4,7,11,3,236,8,42,12,10,14,15,6,8,0,110,14,0,50,9,8,8,7,3,0,101,0,3,0,0,0,0,0,0,0,4,0,10,3,3,0,3,4,3,0,23,4,8,8,4,7,0,3,10,6,47,355,921,478,190,132,126,115,141,42,2487,11,50,7,10,9,5,0,3,0,101,11,10,7,0,5,0,0,3,0,32,8,21,3,0,5,3,3,3,0,52,0,5,0,0,0,0,0,0,0,8,0,5,0,0,8,0,0,3,0,18
107041549,10,60,15,3,6,7,9,4,0,115,19,106,26,12,10,16,0,13,0,203,91,181,270,22,26,34,78,76,15,795,32,12,128,4,7,7,18,34,3,243,3,9,17,0,3,0,7,11,0,42,8,166,6,23,6,0,0,6,0,220,17,94,10,11,4,0,0,5,0,143,107,117,15,23,56,37,15,15,10,413,24,65,5,63,19,11,13,10,4,210,9,40,8,9,8,8,4,7,0,96,14,0,41,13,3,4,8,10,0,94,0,0,3,0,0,0,0,0,0,3,5,5,3,3,0,0,3,0,0,28,7,3,12,5,0,3,6,9,15,63,342,866,563,189,150,139,155,213,51,2670,10,38,3,11,16,8,0,0,0,95,7,25,3,0,10,3,0,0,0,47,9,27,5,4,6,3,3,14,0,72,0,8,7,0,3,0,0,0,0,22,0,6,0,0,4,0,0,3,0,10
108011151,3,4,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,3,12,36,16,121,4,10,4,40,25,3,255,20,0,33,0,4,0,16,15,0,82,14,4,10,0,0,3,6,8,0,49,4,6,0,6,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,16,18,3,6,3,3,3,4,4,0,49,3,10,3,6,4,0,3,0,0,30,0,0,3,0,0,0,0,0,0,7,3,0,19,0,0,0,4,7,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,3,0,0,0,5,6,3,28,106,64,191,24,23,19,86,65,13,587,6,6,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,6,6,0,3,0,6,4,0,0,0,11
108011152,3,11,0,0,3,0,0,0,0,18,0,5,7,0,0,3,0,0,0,16,42,25,146,11,9,21,32,43,7,343,66,6,137,0,0,9,7,35,0,273,4,6,23,0,7,7,3,15,0,73,9,78,3,20,0,0,3,3,3,118,9,50,8,3,0,3,3,0,0,86,52,43,4,12,20,22,5,13,3,173,10,37,9,29,11,7,6,10,3,111,3,6,0,0,0,4,0,3,0,17,11,3,67,7,0,10,6,16,0,134,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,4,4,10,3,0,13,8,21,14,72,228,280,418,93,47,98,82,159,30,1438,4,11,3,4,0,0,0,0,0,17,3,6,0,4,7,0,0,3,0,20,0,0,3,0,4,0,0,4,0,15,0,3,0,0,0,0,0,0,0,6,3,8,0,3,3,0,0,0,0,19
108011153,3,3,0,0,0,0,0,0,0,15,0,3,3,0,0,0,0,3,0,10,28,14,82,9,11,12,27,38,4,222,39,6,117,9,0,6,6,20,0,208,12,0,18,3,3,3,3,15,0,51,0,18,0,10,0,0,0,0,0,36,4,12,0,0,0,0,0,0,0,22,19,11,3,3,0,15,5,0,4,62,5,8,4,18,0,3,0,0,4,42,0,4,3,0,0,0,0,0,0,11,5,0,11,0,0,5,7,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,12,3,3,35,129,93,250,57,22,45,53,79,17,742,0,7,3,0,4,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,0,13
108011154,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,14,14,9,56,7,3,5,14,23,4,139,14,5,45,0,0,3,4,16,3,82,0,0,10,0,0,0,0,7,0,20,0,11,0,5,0,3,0,0,0,21,3,18,0,3,0,0,0,0,0,30,21,3,0,0,7,7,6,4,0,52,3,11,0,13,0,0,0,3,0,34,0,0,5,0,0,3,0,3,0,9,3,0,19,6,0,3,4,3,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,4,5,3,26,69,67,146,36,18,34,40,69,18,488,0,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9
108021155,0,3,0,0,0,0,0,0,0,8,6,10,7,3,0,7,0,6,0,32,40,14,186,24,18,20,62,62,9,428,36,5,105,8,6,9,14,30,5,208,11,3,19,5,7,7,12,17,3,72,8,52,3,19,3,0,0,3,0,83,10,39,0,13,0,0,0,5,0,64,28,23,3,13,11,29,5,14,0,134,3,22,0,49,5,3,4,8,0,98,0,0,3,0,0,0,3,3,0,15,6,3,41,4,0,10,13,10,0,97,0,0,0,0,0,3,0,3,0,5,0,0,3,0,3,0,10,0,0,20,4,3,14,17,0,3,8,23,13,87,154,170,383,153,56,84,130,180,33,1337,0,4,5,0,0,0,0,0,0,9,0,0,3,0,5,0,0,3,0,11,0,3,3,0,3,0,3,3,0,20,0,3,0,0,3,0,0,0,0,8,0,3,3,4,7,0,0,4,0,16
108021156,0,9,4,0,0,0,0,3,0,18,3,3,6,0,3,3,3,0,0,21,56,23,134,16,11,3,40,47,14,344,49,4,95,11,0,8,17,22,5,219,19,7,22,4,3,0,9,21,0,86,4,33,0,14,0,3,0,0,0,46,17,42,6,3,0,0,0,0,0,62,29,8,0,8,8,7,5,0,0,69,9,16,3,28,0,3,0,10,0,64,3,3,4,3,0,0,0,0,0,15,12,0,23,0,0,3,3,12,0,57,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,0,14,9,0,24,7,3,3,12,10,13,77,216,152,317,84,34,35,94,127,36,1094,0,7,5,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,13,0,0,3,4,3,3,0,3,0,16,0,0,0,0,0,4,0,0,0,10,5,8,9,7,5,4,0,3,0,41
108021157,0,0,4,3,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,12,19,15,83,0,7,3,23,24,4,170,19,8,38,5,0,8,3,15,3,104,0,0,10,3,0,0,9,7,0,27,7,20,0,4,0,0,0,0,0,26,8,21,0,0,0,0,0,0,0,34,10,4,3,7,6,7,3,7,0,52,4,16,3,15,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,15,3,0,4,6,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,0,0,3,0,0,3,3,15,5,24,61,89,158,43,18,28,44,82,12,537,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,4,0,13
108021158,0,3,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,3,0,10,11,17,70,3,9,5,17,24,8,162,16,3,60,3,0,4,11,12,0,101,4,3,6,4,0,0,8,4,0,27,0,12,0,6,0,0,0,0,0,23,7,23,0,3,0,0,0,0,0,37,17,7,5,4,8,8,0,3,3,53,0,13,3,13,4,0,0,3,0,41,0,0,0,0,0,0,0,0,0,7,3,0,15,4,0,3,0,3,0,31,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,9,3,3,4,4,0,0,4,13,6,42,60,92,171,45,24,22,42,78,21,559,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6
108021159,3,5,0,3,0,0,0,0,0,12,4,5,0,3,3,0,0,0,0,14,54,18,137,13,11,9,37,36,0,308,27,3,69,5,0,0,17,26,4,144,17,8,25,0,4,3,4,13,0,78,3,38,0,15,0,4,0,3,0,62,8,38,0,3,0,0,0,0,0,55,19,5,3,6,5,4,3,0,0,53,5,22,0,33,4,3,0,3,0,71,0,7,0,0,0,0,3,0,0,11,3,0,16,5,0,7,6,12,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,9,3,10,0,0,0,7,15,0,43,152,158,267,87,26,24,80,103,10,909,4,4,0,3,0,0,0,0,0,17,0,3,0,0,3,3,0,0,0,5,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,7,9,0,3,10,3,0,0,0,28
108021160,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,12,8,57,8,7,0,19,28,6,148,21,0,72,7,0,0,7,16,0,125,6,0,3,0,0,0,3,3,0,24,0,18,0,5,0,0,0,0,0,28,0,21,0,0,0,0,0,0,0,26,18,3,4,4,4,6,0,3,0,42,0,7,3,22,0,0,0,0,0,38,0,0,5,0,0,0,0,0,0,8,3,0,14,8,0,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,4,0,3,0,3,3,21,68,71,163,57,19,26,42,66,9,518,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
108031161,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,6,3,0,0,0,7,0,26,0,0,7,0,0,0,0,4,0,9,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,6,29,5,5,6,3,21,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
