SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
407031167,4,0,14,10,29,6,62,0,0,0,0,3,0,3,0,0,5,7,34,6,53,0,0,0,0,4,0,9,0,0,0,0,50,0,50,0,0,0,4,9,6,13,0,0,5,6,27,10,41,0,3,3,3,19,3,28,0,0,0,7,15,0,23,0,0,6,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,14,0,19,0,0,3,7,17,0,28,3,0,11,3,0,0,19,3,0,13,4,6,0,22,0,0,0,0,0,0,0,0,0,4,4,13,0,24,0,0,0,0,4,5,14,12,4,70,56,256,36,435,0,0,3,3,5,0,19,0,0,0,0,0,0,0,0,0,3,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,19,5,38,0,0,4,4
407031168,3,0,14,29,80,12,147,0,0,0,0,7,0,7,0,3,3,10,60,0,89,0,0,0,3,19,0,18,0,0,0,7,82,3,91,0,0,0,0,10,3,18,0,0,0,5,29,0,30,0,0,0,0,19,3,28,0,0,0,3,28,0,27,0,0,0,0,0,0,4,0,0,0,9,3,0,11,0,0,0,0,3,0,6,3,0,4,3,9,0,18,0,0,8,4,16,4,31,0,0,3,8,9,0,22,3,3,8,3,8,0,28,0,0,3,9,4,3,23,0,0,0,0,0,0,0,0,0,0,3,47,0,50,0,0,0,3,13,9,20,10,11,54,102,454,46,682,3,0,11,8,26,6,50,0,0,0,0,0,0,0,0,3,4,0,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,9,0,0,4,11,32,5,52,0,0,3,0
407031169,0,0,31,40,190,19,279,0,0,0,0,4,0,4,0,0,0,0,22,0,28,0,0,0,0,0,0,3,0,0,0,0,35,0,41,0,0,8,3,16,3,28,0,0,0,0,32,3,38,0,0,0,0,7,0,11,0,0,3,0,31,3,41,0,0,3,0,3,0,4,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,9,0,0,0,0,4,0,3,0,0,0,4,12,3,26,0,0,7,3,3,0,20,0,0,0,3,12,0,23,0,0,0,0,3,0,3,0,0,0,0,30,0,27,0,0,0,0,14,3,13,3,5,59,64,428,44,606,0,3,21,29,47,6,103,0,0,0,0,0,0,0,0,0,0,0,14,3,14,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,5,0,11,0,0,3,11,23,3,38,0,0,5,3
407031170,3,0,21,38,105,23,192,0,0,0,0,7,0,14,0,0,3,7,63,5,84,0,0,0,0,24,0,25,0,0,0,3,79,8,89,0,0,0,0,10,0,10,0,0,0,4,30,4,42,3,0,0,0,10,0,19,0,0,0,4,25,3,32,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,3,0,3,0,9,0,0,3,7,21,0,33,0,0,0,4,42,3,58,0,0,18,6,8,0,38,0,5,7,3,12,0,28,0,0,0,0,3,0,8,0,0,0,0,28,0,33,0,0,0,0,29,4,40,9,12,68,84,515,62,753,0,0,20,21,29,5,74,0,0,0,0,0,0,0,0,0,5,3,21,3,31,0,0,0,0,0,0,0,0,0,0,3,7,0,8,0,0,0,0,9,0,7,0,0,8,5,41,8,56,0,0,4,4
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499999499,0,3,9,3,13,3,36,0,0,0,3,6,0,7,0,0,3,0,15,3,21,0,0,0,0,5,0,6,0,0,0,3,34,3,41,0,0,0,3,8,0,6,0,0,3,0,3,0,8,0,0,5,3,8,0,12,0,0,3,3,12,3,20,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,9,0,19,0,0,0,0,0,0,8,4,0,3,3,5,0,11,9,0,7,0,0,0,12,3,0,6,0,3,3,15,0,0,3,0,3,0,9,0,0,0,0,5,0,6,0,0,0,3,8,9,26,18,7,53,32,137,34,279,0,0,16,3,3,5,26,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,3
501011001,6,0,29,20,63,15,138,0,0,10,0,48,0,59,0,3,23,9,51,3,86,0,0,0,0,5,0,8,0,0,13,6,141,4,173,0,0,0,3,3,0,13,0,3,8,3,23,8,44,0,0,11,5,36,4,55,0,0,5,4,12,3,23,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,3,0,5,0,9,0,3,13,5,3,0,24,0,0,4,3,17,0,26,0,3,4,7,14,4,33,4,4,12,4,6,0,29,0,0,13,6,0,0,31,0,0,6,3,3,0,9,0,0,3,0,22,0,30,3,0,0,3,11,6,29,16,20,163,91,476,48,824,4,4,25,12,20,6,69,0,0,3,4,0,0,6,0,3,21,9,8,3,46,0,0,0,0,0,0,3,0,0,5,4,7,4,18,0,0,0,0,0,0,8,3,4,9,13,30,10,66,0,0,20,11
501011002,0,4,18,16,68,4,114,3,5,19,40,293,13,374,0,3,28,23,153,12,220,0,0,5,6,50,0,62,3,0,37,62,698,29,821,0,0,4,7,34,0,48,0,3,31,31,173,3,242,6,0,21,32,119,14,193,3,0,15,26,103,9,157,0,0,5,3,12,0,22,0,0,14,16,13,3,44,0,0,16,18,25,3,67,4,7,61,27,33,6,139,0,3,11,15,88,6,124,13,12,54,37,72,7,185,21,18,95,21,16,0,165,20,11,65,24,51,6,181,0,0,3,11,28,0,44,5,3,8,13,129,9,162,3,0,6,20,92,19,141,91,73,525,433,2250,144,3510,0,3,14,13,32,3,66,0,0,8,3,9,0,25,0,7,7,10,36,8,71,3,0,4,0,4,0,12,0,0,23,19,40,5,87,3,0,0,3,18,0,26,9,3,50,59,198,19,331,8,3,53,68
501011003,3,0,40,26,63,11,141,3,0,26,18,129,8,186,7,4,42,13,60,4,133,0,0,3,3,12,0,14,4,0,25,33,359,18,441,0,0,3,5,11,0,20,0,0,8,10,38,0,60,3,3,37,29,90,12,177,0,0,7,7,26,0,46,0,0,3,0,0,0,9,0,3,16,5,3,0,30,0,0,14,10,14,4,46,14,7,67,25,20,8,139,0,0,13,6,31,3,56,7,0,9,4,21,0,43,6,12,31,3,8,0,68,8,0,36,10,11,3,66,0,0,9,3,9,0,27,0,0,3,0,32,0,43,3,4,14,9,55,12,91,68,38,415,243,998,78,1837,0,4,19,26,25,9,80,0,0,4,3,12,0,23,0,3,31,25,21,7,85,0,0,0,3,0,0,3,0,3,20,15,27,8,72,0,0,0,3,3,0,7,3,9,33,26,62,11,141,3,5,49,35
501011004,3,0,25,12,31,3,74,0,3,26,11,95,3,136,5,9,79,30,92,6,220,0,0,0,0,26,7,34,3,0,14,31,259,10,316,0,0,4,4,24,0,38,4,0,20,7,39,3,80,0,0,32,24,69,10,141,0,0,9,6,15,0,32,0,0,4,0,7,0,8,0,0,6,0,0,0,11,0,0,8,5,12,0,22,9,3,49,16,12,0,81,3,0,18,3,36,3,62,7,3,14,8,13,5,46,6,14,41,6,8,3,77,7,0,27,3,12,0,50,0,0,3,3,11,0,26,6,0,4,0,37,3,50,0,5,18,13,60,13,97,49,39,399,193,864,72,1610,3,0,9,11,11,3,42,0,0,0,4,3,0,16,3,4,46,23,27,9,115,0,0,4,0,0,0,5,0,4,13,8,14,4,44,0,0,0,3,7,0,7,5,3,41,28,61,17,151,9,4,38,41
501021005,0,0,12,3,33,4,53,11,3,36,48,322,15,430,12,5,54,47,345,18,491,3,0,12,23,77,4,119,3,0,20,35,386,21,466,0,0,4,8,41,0,55,0,0,13,12,117,7,151,0,0,6,7,37,3,50,3,3,3,16,83,16,128,0,0,6,0,9,0,12,4,0,3,6,3,0,20,0,0,0,4,14,0,23,4,4,37,21,27,3,99,0,0,3,12,25,0,42,3,4,26,30,54,4,122,4,16,64,15,20,0,131,6,3,33,16,20,4,85,0,5,5,6,16,0,24,0,0,6,6,90,0,101,0,0,7,19,74,10,115,62,49,350,345,1783,111,2700,0,0,0,4,9,3,17,0,0,11,5,16,0,38,3,6,17,24,44,3,105,0,0,0,4,4,0,13,0,3,10,13,40,0,74,0,0,7,3,8,0,16,0,4,32,37,153,12,240,0,0,15,22
501021007,0,0,8,15,28,5,57,0,0,10,6,73,4,94,0,3,9,5,59,7,85,0,0,0,4,11,0,12,0,0,4,10,130,12,158,0,0,3,5,11,0,19,0,0,0,4,26,0,34,0,0,0,0,15,3,15,0,0,0,0,16,0,16,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,4,0,5,0,11,3,0,11,7,9,0,31,0,0,0,3,14,3,19,0,0,8,16,23,0,43,4,3,18,3,5,0,36,4,0,9,8,13,0,30,0,0,0,0,8,0,10,0,0,3,3,31,0,34,0,0,7,0,22,0,35,15,4,93,90,502,37,746,3,0,4,7,18,0,34,0,0,0,3,6,0,11,0,0,3,8,15,0,22,0,0,0,0,6,0,6,0,0,4,3,8,0,24,0,0,0,0,4,0,10,0,0,5,7,32,9,57,0,0,6,0
501021008,0,0,0,0,7,0,13,0,0,4,3,57,5,72,3,0,20,10,82,11,117,0,0,3,4,22,0,32,3,0,9,12,134,6,164,0,0,0,0,16,0,17,0,0,9,12,42,5,72,0,0,3,4,14,0,23,0,0,3,6,32,3,44,0,0,0,3,8,0,16,0,0,0,3,3,0,5,0,0,0,0,6,0,10,0,0,9,9,7,4,27,0,0,0,3,18,0,25,3,0,9,7,15,0,35,0,8,23,3,5,0,36,3,3,16,8,14,6,53,0,0,0,0,11,0,8,0,0,0,0,35,0,39,0,0,0,3,34,10,50,16,12,115,87,562,50,847,0,0,0,3,4,0,8,0,0,4,0,0,0,10,0,0,5,10,16,0,24,0,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,0,0,3,0,3,4,0,5,11,50,3,71,0,0,6,5
501021009,0,0,0,5,13,3,20,0,0,12,20,288,16,337,0,0,0,10,92,3,108,0,0,3,11,139,7,166,0,0,4,4,101,0,108,0,0,0,0,0,0,4,0,0,6,3,14,0,23,0,0,0,0,9,8,20,0,0,0,0,31,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,9,3,7,0,18,0,0,0,0,15,3,19,0,0,0,12,27,0,44,4,0,16,0,6,0,23,3,0,10,4,17,0,32,0,0,3,0,8,0,11,0,0,0,4,48,0,54,0,0,0,0,36,7,48,9,5,68,78,858,58,1076,0,0,0,5,3,3,6,0,0,7,0,10,0,15,0,0,0,8,16,0,22,0,0,3,3,10,0,25,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,8,46,13,68,0,0,7,13
501021010,0,0,11,12,19,5,45,0,0,7,7,37,0,59,3,0,10,12,62,8,91,0,0,4,4,17,0,20,0,0,4,4,66,3,81,0,0,3,0,13,0,15,0,0,0,0,19,0,20,0,0,0,0,5,0,4,0,0,0,10,21,3,34,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,11,3,0,4,3,3,0,19,0,0,0,3,5,0,6,0,0,4,12,6,0,21,0,0,8,9,0,0,25,0,3,5,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,22,0,24,0,0,3,0,9,0,20,13,6,75,83,309,24,514,0,0,10,10,10,4,34,0,0,3,0,0,0,5,0,0,3,3,12,0,22,0,0,0,0,0,0,3,0,0,3,3,4,0,13,0,0,3,0,5,0,11,0,0,3,9,18,0,35,0,0,3,4
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,3,0,8,3,22,7,3,3,24,151,5,189,8,3,28,28,235,9,301,0,3,6,9,53,3,80,0,0,13,26,273,19,338,0,0,0,3,21,0,23,0,0,12,3,77,4,106,0,0,7,3,16,4,32,3,0,3,9,60,4,78,0,0,0,3,14,0,19,0,0,6,9,3,0,23,0,0,0,8,17,3,27,3,3,23,14,28,5,75,0,0,3,0,20,0,28,3,8,15,20,37,5,89,0,5,20,4,9,3,48,4,3,24,14,12,0,59,0,0,0,0,9,0,12,3,0,9,8,94,0,111,0,0,3,5,50,10,67,42,37,188,190,1193,76,1729,0,0,0,4,0,0,3,0,0,4,0,6,0,14,0,0,10,8,29,4,49,0,0,0,0,3,3,8,0,0,3,10,30,3,47,0,0,0,0,9,0,13,0,0,10,19,120,9,165,0,0,10,9
501021014,3,0,11,22,46,14,102,0,0,7,9,107,6,127,3,0,64,33,227,22,349,0,0,4,4,20,3,32,0,0,6,24,171,9,206,0,0,4,0,9,3,8,0,0,3,7,27,3,41,0,0,0,0,13,3,15,0,0,0,3,35,0,41,0,0,0,0,4,0,4,0,0,0,9,0,0,11,0,0,0,4,9,0,10,0,0,10,6,9,0,26,0,0,3,3,16,5,27,0,0,5,7,18,5,42,3,7,17,8,14,0,54,0,0,13,3,0,0,20,0,0,4,0,10,0,18,0,0,3,3,53,3,59,0,0,4,4,57,6,75,10,17,165,147,848,86,1271,0,4,29,14,28,12,82,0,0,3,4,7,0,20,3,0,41,16,35,10,98,0,0,0,0,7,0,7,0,0,0,0,9,0,11,0,0,3,0,0,0,3,0,0,8,5,46,5,68,0,0,6,5
501021015,0,0,0,0,7,0,4,0,0,14,5,61,10,92,0,0,13,10,120,8,148,3,0,5,6,25,3,42,0,0,9,15,164,8,202,0,0,3,3,12,0,23,0,0,11,7,48,4,74,0,0,5,6,18,0,26,3,0,0,9,34,0,45,0,0,0,0,7,0,5,0,0,0,5,3,0,7,0,0,4,7,11,0,20,6,0,14,11,10,0,35,0,0,0,7,13,3,23,0,0,11,8,13,0,40,3,7,19,4,10,0,42,3,0,12,7,16,5,46,0,0,3,3,3,0,6,0,0,0,0,45,0,48,0,0,3,5,39,9,55,28,11,128,116,660,49,986,0,0,0,3,0,0,6,3,0,4,3,3,0,7,3,0,7,9,22,0,32,0,0,0,0,5,0,6,0,0,0,8,13,0,27,0,0,0,0,4,0,5,3,0,16,11,51,7,81,0,0,4,7
501021016,0,0,8,3,19,5,33,0,0,3,10,80,6,96,0,0,3,4,95,7,107,0,0,0,0,13,0,17,0,0,0,5,74,4,83,0,0,0,0,6,0,6,0,0,3,0,13,0,19,0,0,0,0,7,3,9,0,0,0,5,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,16,0,0,0,0,4,0,4,0,0,0,11,10,0,21,0,0,0,3,5,0,10,0,0,0,4,5,0,12,0,0,0,0,6,0,9,0,0,0,0,18,0,24,0,0,0,0,13,7,19,4,3,25,50,373,34,494,0,0,0,4,5,3,16,0,0,4,0,11,0,18,0,0,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,3,10,3,14,0,0,0,0,0,0,3,0,0,3,3,9,3,17,0,0,0,3
501021251,0,0,4,3,15,0,24,3,0,24,24,138,4,190,10,0,14,30,129,7,192,3,3,3,16,39,0,62,3,0,17,31,212,11,276,0,0,0,4,12,0,23,0,0,9,15,62,4,92,0,0,0,3,22,0,27,0,0,5,14,38,11,66,0,0,0,3,7,0,13,0,0,7,4,3,0,12,0,0,3,5,5,0,10,4,3,28,15,18,0,74,0,0,0,3,14,0,23,7,14,18,15,23,3,81,7,11,48,7,11,0,89,19,7,48,18,15,5,106,0,0,4,0,5,0,8,3,0,11,3,39,0,64,0,4,12,9,41,3,73,72,41,253,215,859,62,1504,0,0,7,3,3,0,12,0,0,0,6,3,0,17,3,0,10,5,15,0,35,3,0,0,0,6,0,13,0,0,0,8,18,0,36,0,0,0,3,3,0,6,0,0,22,23,80,13,129,0,0,9,7
501021252,0,0,0,0,5,0,7,3,0,11,17,38,0,74,3,0,9,10,57,3,75,0,0,0,3,14,0,20,0,0,3,10,100,3,118,0,0,0,3,3,0,9,0,0,5,0,12,5,21,0,0,0,0,0,0,0,0,0,3,3,9,0,16,0,0,0,3,0,0,3,0,0,0,3,0,0,8,0,0,3,3,5,3,13,3,0,10,5,3,0,26,0,0,0,4,10,0,14,0,0,0,5,4,3,22,3,7,15,3,3,0,27,17,3,15,0,5,0,38,0,0,0,3,4,3,6,0,0,6,3,17,0,29,0,0,4,3,17,0,26,32,12,99,83,322,23,570,0,0,0,3,0,0,5,0,0,3,4,3,0,10,4,0,0,3,8,3,16,0,0,0,0,0,0,3,0,0,3,0,11,0,17,0,0,0,4,0,0,4,0,0,7,5,18,3,32,0,0,6,5
501021253,3,0,10,0,19,4,33,13,8,38,28,104,0,185,6,3,46,25,138,5,231,0,0,14,10,30,3,59,0,0,33,39,302,0,373,0,0,7,5,12,0,27,10,0,23,15,56,3,107,3,3,12,22,46,3,89,5,0,16,17,47,3,86,3,0,11,4,9,0,24,0,0,9,21,6,4,48,0,0,5,9,16,0,37,13,6,73,22,14,4,137,4,0,11,7,19,3,36,10,6,30,18,27,0,103,16,25,54,10,18,0,120,26,14,71,13,18,7,159,0,0,9,3,10,0,25,7,0,4,10,49,3,75,3,0,16,11,39,9,85,122,71,489,299,988,62,2033,0,0,4,3,5,0,13,0,3,5,4,3,4,20,6,0,13,12,11,4,44,3,0,0,0,12,0,17,0,0,12,13,26,5,61,0,0,3,0,6,3,13,3,3,29,27,93,11,166,6,0,22,16
501021254,0,0,0,3,5,0,8,0,0,3,15,41,6,56,0,0,6,5,54,7,71,0,0,3,3,19,0,26,0,0,0,9,79,5,94,0,0,0,5,9,0,9,3,0,3,7,40,0,52,0,0,4,0,14,0,21,0,0,0,3,28,3,33,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,7,8,7,0,30,0,0,4,0,7,0,12,0,3,9,3,10,0,30,0,7,15,3,3,0,34,4,0,18,4,7,0,36,0,0,0,0,4,0,4,0,0,6,0,29,0,41,0,0,3,3,23,6,30,18,11,76,72,388,33,603,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,3,7,0,14,0,0,0,0,3,0,3,0,0,0,3,13,0,16,0,0,0,0,4,0,3,3,0,9,11,42,3,69,0,0,7,3
501031017,3,0,20,24,80,18,147,0,0,3,15,103,13,136,3,0,3,0,32,3,45,0,0,0,0,20,0,26,0,0,3,10,101,7,123,0,0,0,3,18,0,26,0,0,0,5,24,3,34,0,0,3,3,10,3,22,0,0,3,3,16,3,20,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,6,3,0,4,0,4,3,23,0,0,0,3,12,0,13,3,0,12,13,19,0,45,3,3,22,0,6,0,35,6,0,14,3,9,3,30,0,0,0,0,0,0,8,0,0,0,0,23,0,26,3,0,3,4,19,10,36,24,8,112,96,514,65,810,3,6,26,24,20,8,90,0,3,4,0,8,0,14,0,0,3,3,10,0,13,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,5,17,29,7,63,0,0,7,9
501031018,3,0,15,17,65,5,109,3,0,11,11,86,8,114,0,0,3,5,43,3,59,0,0,0,9,24,0,31,0,0,3,14,102,9,124,0,0,0,4,9,0,18,0,0,6,3,19,4,39,0,0,3,3,15,0,20,0,0,0,3,22,5,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,11,0,14,0,0,13,6,6,0,27,3,0,7,8,7,5,28,0,0,14,12,17,0,49,3,0,15,6,5,0,33,4,0,6,7,11,0,30,0,0,0,3,4,0,9,0,0,3,0,35,0,37,0,0,3,3,15,5,26,25,7,104,118,500,41,794,0,3,16,17,22,13,74,0,0,0,3,6,0,14,0,0,5,3,10,3,16,0,0,0,0,0,0,3,0,0,4,4,4,0,14,0,0,4,0,3,0,8,0,0,8,9,26,3,46,0,0,3,7
501031019,3,0,5,15,74,15,120,0,0,3,4,20,0,25,0,3,0,10,43,7,64,0,0,0,0,8,0,8,0,0,5,0,95,0,104,0,0,0,4,10,0,19,0,0,7,4,36,4,47,0,0,3,3,9,3,23,0,0,0,0,30,3,38,0,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,7,3,3,0,19,0,0,0,0,11,0,17,7,0,10,15,11,0,46,3,6,24,0,5,0,42,3,0,11,0,16,0,28,0,0,7,5,21,0,27,0,0,0,0,46,0,46,0,0,0,3,26,5,34,17,9,90,71,482,47,708,0,0,10,9,25,3,43,0,0,0,0,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,4,0,8,0,0,3,9,29,6,52,0,0,3,8
501031020,3,0,24,24,74,15,140,0,0,0,4,27,0,28,0,0,9,3,35,3,46,0,0,0,0,0,0,9,0,0,4,8,59,6,82,0,0,0,3,3,0,7,0,0,3,3,9,0,21,0,0,5,8,27,0,46,0,0,0,3,5,4,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,3,4,10,0,0,3,3,5,0,13,0,0,0,0,8,0,6,0,0,7,13,14,6,42,0,5,15,4,5,0,33,0,0,10,3,3,0,18,0,0,10,5,16,0,34,0,0,0,0,16,0,14,0,0,5,3,18,4,25,9,14,95,89,337,48,599,0,7,25,19,31,8,90,0,0,0,0,0,0,0,0,3,4,3,12,0,23,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,4,0,3,3,0,6,3,22,3,37,0,0,14,11
