SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
121041415,6,0,13,4,0,0,22,5,3,25,0,5,4,38,46,8,86,17,27,3,189,4,0,15,6,8,0,39,41,8,135,33,135,14,362,45,6,91,25,17,4,191,32,9,103,32,39,10,221,17,0,68,54,49,15,201,30,3,45,31,36,6,151,42,3,129,31,16,4,228,339,59,575,82,19,22,1088,40,5,103,45,42,7,250,372,59,789,121,37,36,1413,12,3,59,16,17,5,119,57,12,83,39,31,3,227,92,15,92,14,15,10,244,131,11,175,22,13,15,375,14,4,50,11,16,0,99,14,5,32,15,47,3,109,42,0,124,27,41,16,252,1395,206,2812,629,610,167,5824,3,0,6,0,3,0,14,4,3,4,0,0,0,11,24,10,58,19,10,0,128,3,0,10,3,0,4,22,10,4,41,12,11,8,89,40,11,84,18,14,8,175,40,16,166,64,32,3,324,17,4,76,36
121041416,0,0,9,3,7,0,14,3,0,12,0,0,0,17,32,7,61,20,21,9,147,9,3,19,0,8,0,29,48,4,98,29,96,5,274,51,4,65,20,19,8,157,22,5,94,33,31,7,195,14,0,64,57,46,3,189,9,5,45,28,40,4,131,40,9,136,27,22,6,239,149,35,347,55,21,15,624,23,7,59,19,14,8,120,269,49,605,80,36,24,1053,13,3,62,23,16,6,121,46,12,88,28,36,7,217,100,16,94,10,7,6,245,54,12,102,20,12,12,207,17,0,43,18,10,0,87,9,0,26,8,24,0,75,29,5,107,19,23,12,195,935,174,2139,488,482,126,4337,0,0,9,4,0,0,10,4,0,5,0,0,0,12,24,3,65,12,15,8,128,4,0,8,0,0,0,14,29,0,45,16,5,0,93,26,8,67,18,8,4,124,35,8,112,51,34,4,253,17,3,86,38
121041417,3,0,0,0,0,0,4,3,0,10,0,3,0,15,15,0,40,15,7,0,83,4,0,11,3,0,0,20,15,4,56,13,41,3,141,18,0,49,6,10,4,92,19,3,47,15,14,4,109,8,0,46,25,18,8,102,19,0,34,16,6,3,83,32,0,86,25,13,4,155,121,25,224,34,9,11,425,15,3,32,15,15,0,84,212,30,430,61,31,19,780,19,3,28,8,15,4,78,32,16,50,24,27,3,151,70,8,57,3,3,0,149,57,7,74,13,4,3,163,9,0,29,11,6,0,56,11,0,15,6,21,0,57,37,5,45,6,3,12,109,721,117,1368,301,256,83,2845,0,0,0,0,0,0,4,3,0,3,0,0,0,4,21,0,33,5,4,0,68,3,0,6,0,0,0,11,10,3,22,6,0,0,44,17,0,47,4,12,0,85,14,8,69,16,16,9,133,8,4,45,21
122011418,0,0,7,3,3,0,15,3,0,6,0,0,0,8,19,0,54,22,49,4,151,13,3,9,0,12,0,36,16,11,105,50,226,4,403,29,3,80,24,19,11,154,19,3,77,35,56,4,193,11,3,49,37,45,4,155,8,4,35,28,24,3,108,32,5,91,20,19,4,176,147,40,366,67,22,16,648,19,7,73,23,24,4,149,191,37,524,69,45,14,888,18,3,57,20,21,3,114,47,6,61,32,32,3,178,55,19,59,15,18,4,162,63,9,82,10,19,7,188,16,0,34,11,7,0,71,12,4,27,3,39,3,86,19,4,79,13,40,10,166,733,155,1871,484,722,105,4079,0,0,3,3,3,0,13,0,0,3,0,0,0,3,13,8,55,18,12,0,103,3,3,3,4,3,0,10,17,3,18,23,8,4,72,18,7,62,29,19,9,136,18,6,114,63,44,9,256,8,3,51,25
122011419,0,0,8,0,0,0,7,7,0,8,0,3,0,17,25,4,79,22,42,4,168,10,0,7,0,0,0,25,30,5,125,61,243,8,475,24,8,72,23,18,0,145,29,3,86,33,43,0,186,18,4,98,62,59,11,259,17,9,48,29,30,0,129,34,5,143,40,23,3,256,184,46,419,80,17,21,761,16,14,77,22,35,13,174,298,45,729,111,49,38,1263,20,3,103,25,27,9,187,44,15,84,31,29,10,214,93,12,112,23,15,7,264,75,18,114,20,21,6,246,5,0,44,12,10,4,83,10,0,31,13,36,0,96,38,6,101,37,64,20,261,989,188,2483,639,765,155,5217,0,0,3,0,3,0,6,3,3,5,0,0,0,8,17,5,65,15,7,3,111,4,0,5,8,3,0,16,13,3,42,20,5,0,81,19,3,58,22,10,9,122,31,8,116,54,41,14,263,27,8,126,59
122021420,0,0,13,4,0,0,23,0,0,3,0,0,0,9,7,0,39,21,61,5,139,0,0,4,8,7,0,15,9,0,54,47,330,13,448,10,0,25,21,28,3,89,10,0,35,25,44,5,116,5,0,20,16,30,0,70,0,3,17,22,28,3,75,6,0,44,25,20,3,103,29,6,83,27,9,6,162,7,5,25,11,21,4,65,73,11,207,52,34,4,384,8,0,29,12,34,4,81,19,8,26,7,21,0,84,33,11,50,10,15,6,129,28,8,47,16,15,3,116,3,0,9,8,10,0,41,3,0,14,3,47,0,68,21,3,42,18,34,11,130,282,58,775,347,802,84,2351,0,3,6,11,0,0,16,0,0,0,0,0,0,0,6,0,18,8,17,8,56,0,0,0,0,0,0,9,4,3,18,15,16,7,63,3,3,24,14,20,3,63,3,0,51,46,40,5,154,0,4,19,13
122021421,3,0,0,3,3,0,10,0,0,3,0,0,0,6,5,0,26,18,62,0,112,3,3,4,0,9,3,16,10,3,48,49,290,11,401,11,3,24,15,21,0,77,9,0,18,14,31,0,79,0,0,13,13,23,4,52,9,4,9,8,32,3,62,4,0,24,14,13,3,59,27,0,67,27,10,3,132,3,3,20,17,22,3,60,53,12,152,38,41,7,304,0,0,12,3,31,0,55,17,3,26,21,25,0,88,24,6,52,9,21,4,110,18,3,34,10,7,0,76,3,0,20,10,14,3,43,7,0,13,10,67,3,98,12,0,45,15,28,6,105,206,41,609,288,754,62,1965,0,0,0,0,5,0,4,0,0,0,0,0,0,3,6,0,27,14,9,0,59,0,0,3,0,0,0,3,0,3,22,23,10,4,60,8,0,31,20,17,0,80,3,3,46,27,23,12,108,0,0,10,14
122021422,0,0,6,5,5,0,21,3,0,0,0,0,0,7,16,3,46,28,90,5,185,4,0,4,6,13,0,29,12,0,65,61,334,0,474,16,0,35,18,37,0,104,11,6,52,33,66,3,173,6,0,21,27,33,0,82,8,3,19,21,33,8,93,7,3,38,23,27,5,106,31,3,74,41,21,3,174,7,7,30,18,23,0,80,69,14,183,61,54,11,391,4,3,23,9,23,6,66,24,5,26,34,33,0,121,39,6,67,14,16,0,145,30,5,58,18,20,7,141,3,0,19,14,28,0,59,9,0,25,14,52,3,98,10,3,39,17,54,7,137,311,65,839,459,943,62,2677,0,0,0,4,3,0,14,0,0,0,0,3,0,0,6,4,35,17,30,4,94,0,0,0,0,0,0,0,3,3,19,27,28,0,87,9,4,32,22,9,5,83,3,7,50,58,61,13,192,4,3,19,19
122021423,0,0,7,0,9,0,14,0,0,8,4,0,0,10,18,6,67,48,169,7,317,3,0,12,8,15,0,37,13,0,83,87,728,23,940,21,5,83,32,59,11,210,11,3,68,47,116,9,253,10,3,32,42,66,8,167,9,0,38,30,79,7,162,17,0,62,34,24,5,142,39,9,96,41,22,7,220,5,0,35,33,36,3,120,86,26,249,86,80,19,545,3,3,35,7,68,7,123,27,14,86,68,104,6,306,48,14,91,25,28,5,210,45,5,90,39,38,4,217,3,0,21,13,31,3,74,3,0,30,19,150,3,205,20,9,61,38,86,28,227,388,101,1245,709,1920,149,4503,0,0,5,0,5,0,12,3,0,3,0,3,0,6,17,3,46,33,35,8,142,4,0,0,0,3,0,9,3,7,38,42,56,6,146,19,5,66,48,43,5,187,11,5,89,81,110,24,317,5,0,45,42
122031424,0,0,0,3,4,0,10,0,0,0,0,4,0,6,13,0,42,23,73,9,158,5,0,6,7,9,0,25,9,3,55,41,322,6,435,16,0,37,18,36,8,110,9,0,40,39,74,9,161,0,0,13,18,44,8,89,6,0,16,22,40,5,91,15,0,40,14,17,3,95,23,4,77,43,17,3,165,0,0,12,11,15,0,46,58,13,149,58,46,10,336,0,0,23,10,54,4,87,10,8,31,28,44,6,130,28,4,31,14,16,3,96,10,9,36,21,22,3,106,0,0,11,5,15,0,39,7,0,12,9,84,4,115,10,0,28,17,53,18,124,222,45,662,392,997,102,2412,0,0,3,0,0,0,4,0,0,0,0,0,0,3,7,3,40,17,15,3,81,0,0,0,0,0,0,3,0,4,17,16,12,3,52,12,3,33,25,18,4,97,6,3,59,56,83,12,219,4,0,22,17
122031425,0,0,0,0,3,0,8,0,0,0,0,0,0,3,6,0,23,12,51,0,92,0,0,0,5,3,0,6,7,0,21,27,202,8,262,9,3,23,11,15,0,61,3,0,19,11,33,3,71,0,0,9,11,25,4,54,3,0,16,16,23,9,61,0,0,20,9,11,0,43,6,5,36,15,13,3,85,4,0,4,9,12,0,30,31,3,78,37,23,3,164,0,0,3,13,20,0,40,9,0,21,16,23,3,84,5,3,41,15,9,3,75,6,3,23,7,15,0,58,0,0,3,4,7,0,15,3,0,3,9,51,0,61,0,0,11,7,32,3,57,95,28,357,229,572,53,1335,0,0,0,4,0,0,4,0,0,0,0,0,0,3,6,3,16,15,15,7,53,0,0,0,0,0,0,3,0,0,3,5,17,3,29,3,0,15,9,9,4,52,0,3,32,28,39,10,111,0,0,7,11
122031426,0,0,3,0,3,0,11,3,0,9,0,4,0,15,18,9,79,61,143,17,321,3,0,5,10,27,0,46,30,4,104,72,591,23,829,29,0,80,42,57,8,214,46,9,151,96,136,17,454,20,3,87,103,116,18,339,14,0,68,42,78,14,218,15,5,80,27,35,9,167,65,28,181,70,33,12,375,9,0,34,19,36,5,97,118,27,329,105,71,23,670,4,3,51,33,73,13,181,26,12,74,68,81,3,269,45,19,114,23,30,3,233,44,4,130,58,73,3,314,8,6,37,22,32,0,98,4,3,24,20,114,3,172,30,0,78,41,100,31,280,532,137,1692,910,1837,200,5309,0,0,4,0,0,0,9,0,0,0,0,3,0,7,15,5,72,35,19,5,155,0,0,8,0,0,0,9,6,0,34,26,16,7,89,23,3,71,44,34,3,175,35,9,186,111,112,28,483,15,3,102,70
122031427,0,0,0,0,0,0,3,0,0,4,0,0,0,4,21,3,42,21,36,6,126,3,0,6,4,0,0,17,18,4,47,31,158,3,270,21,5,43,23,24,5,120,14,0,39,23,50,3,123,4,0,30,12,23,0,63,13,3,28,19,23,0,88,28,3,56,26,15,3,122,58,11,120,34,7,11,242,16,0,19,4,15,0,55,100,10,246,51,35,12,450,5,0,27,8,14,4,62,10,6,35,12,16,9,92,38,11,53,12,15,0,123,21,6,39,7,16,6,93,0,0,7,4,9,3,23,6,0,16,9,67,3,104,17,0,24,7,30,10,97,389,71,882,311,564,71,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,26,15,5,0,58,0,0,4,0,0,0,5,8,0,23,8,6,0,42,14,3,38,17,8,3,87,10,4,51,30,26,8,127,5,0,17,9
122031428,3,0,5,5,12,0,22,5,0,7,0,4,0,18,23,10,73,41,101,7,259,3,3,9,9,12,0,37,18,5,91,57,416,14,607,37,8,91,32,72,11,243,24,4,85,51,98,8,277,13,0,35,38,50,3,139,20,0,34,26,63,7,150,28,4,101,45,45,3,227,67,19,206,72,37,9,404,15,0,37,24,40,0,116,135,20,399,121,76,21,770,9,0,36,17,40,3,108,35,3,84,67,65,3,258,64,17,116,37,17,5,252,43,6,70,21,30,4,181,3,4,18,21,21,0,66,11,6,32,24,144,8,218,23,3,62,42,77,24,226,561,124,1583,754,1424,136,4578,0,0,5,5,0,0,9,0,0,0,0,0,0,3,18,3,53,30,19,7,121,0,0,6,0,4,0,11,6,0,25,26,22,3,96,18,7,52,39,30,4,153,11,6,106,82,90,19,316,3,0,44,44
122031429,3,0,9,0,3,0,18,0,0,7,0,0,0,14,25,3,58,35,93,12,219,9,0,16,8,23,0,49,19,4,101,73,520,15,732,27,5,97,33,43,0,199,18,4,70,44,66,9,212,10,3,70,44,62,3,195,15,5,55,28,59,3,162,34,0,102,42,25,6,209,104,31,246,60,23,8,470,3,9,48,28,28,0,113,164,28,403,108,62,21,781,15,3,57,18,39,0,132,29,12,79,43,74,3,239,65,18,107,21,21,3,234,54,10,83,27,29,9,208,12,0,34,22,18,5,96,9,0,27,22,92,0,149,25,8,59,34,74,21,217,649,149,1704,669,1350,132,4649,0,0,3,4,0,0,8,0,0,0,0,0,0,0,16,9,65,26,16,0,134,5,0,5,0,0,0,14,4,3,31,25,23,4,86,23,0,79,28,19,3,155,20,5,110,78,57,16,283,6,0,73,62
122031430,3,0,3,3,0,0,12,3,0,3,3,0,0,7,21,8,44,19,69,6,170,12,0,3,4,17,0,32,20,0,84,52,320,7,481,6,6,38,18,29,6,107,8,3,55,32,60,10,176,8,3,49,40,40,3,140,6,0,34,35,38,4,120,22,4,68,25,21,4,141,71,18,172,58,22,10,346,18,0,28,14,10,5,72,119,31,271,73,48,14,560,9,4,47,18,27,5,118,21,14,43,24,43,6,151,35,16,84,10,13,6,164,30,6,76,14,29,0,164,5,0,21,3,23,0,51,3,0,17,5,70,3,99,8,4,41,14,53,17,134,423,122,1167,478,942,115,3259,0,0,4,3,0,0,11,0,0,0,0,0,0,0,8,7,42,29,19,3,109,3,0,4,0,0,0,12,4,0,29,19,18,3,71,11,3,38,26,14,5,99,17,4,79,63,62,14,243,4,0,36,35
122031431,3,0,3,3,4,4,16,0,0,3,0,3,0,10,22,8,71,46,142,9,296,6,0,15,0,29,0,56,23,3,89,102,787,17,1014,16,5,63,44,69,6,199,10,8,86,46,118,14,275,3,3,47,32,66,6,157,7,3,41,37,73,13,174,13,4,70,31,35,4,152,60,12,155,54,28,5,310,11,5,33,16,35,3,111,103,22,314,100,77,21,641,6,0,47,30,57,6,147,29,11,67,57,108,3,279,51,25,102,37,32,9,249,37,11,91,33,35,6,215,3,0,23,13,32,0,80,10,0,22,24,119,5,183,16,8,49,37,92,23,232,432,125,1389,738,1938,163,4787,0,0,3,0,0,0,9,0,0,3,0,0,0,3,7,3,45,31,25,10,117,0,3,6,3,0,0,9,5,0,39,36,47,3,126,15,3,65,57,51,9,196,15,7,96,87,98,26,330,3,3,43,54
122031432,0,0,3,0,0,0,3,0,0,3,0,0,0,3,7,0,8,6,23,4,43,0,0,3,0,9,0,13,0,0,11,6,88,0,110,3,0,3,10,7,3,29,0,0,8,7,14,3,32,3,0,8,5,9,0,27,0,0,6,3,14,0,28,0,0,12,3,3,0,18,13,3,28,6,3,0,53,0,0,3,0,6,0,13,22,0,61,12,12,3,105,0,0,11,0,4,0,19,4,3,11,6,9,0,35,6,4,12,0,6,0,31,9,0,15,6,6,4,38,0,0,0,3,3,0,11,0,0,5,3,29,3,39,0,0,10,6,21,6,48,71,17,219,93,255,28,682,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,22,0,0,0,0,0,0,6,0,0,8,4,11,0,23,0,0,6,5,5,0,15,3,0,9,9,19,7,41,0,0,4,3
123011433,0,0,3,3,13,0,14,0,0,6,3,28,0,43,8,3,31,35,151,3,233,4,0,9,14,27,0,49,4,3,22,33,415,15,504,0,4,13,14,53,8,96,0,0,24,20,60,12,114,4,0,4,5,24,0,35,3,0,8,16,94,12,134,3,0,10,11,6,0,31,0,0,16,14,18,0,64,3,0,9,12,35,3,59,9,9,68,19,36,0,145,0,0,7,10,36,0,58,9,9,57,57,67,3,203,49,15,84,14,18,0,180,19,7,38,27,17,3,111,3,0,4,0,6,0,18,0,0,10,4,95,7,117,0,0,9,13,60,12,96,126,55,447,335,1264,84,2302,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,14,22,29,3,71,0,0,3,3,6,0,7,0,0,18,28,33,9,87,0,0,11,7,17,0,41,3,0,19,40,59,4,131,0,0,9,9
123011434,0,0,3,0,7,0,9,0,0,6,4,29,0,45,14,7,40,75,255,15,403,0,0,6,12,50,0,72,8,3,52,49,633,17,772,4,0,24,29,92,3,158,5,0,36,43,140,8,234,0,0,12,29,45,7,91,6,3,26,44,172,13,259,5,0,11,15,22,4,64,15,7,39,40,32,3,134,0,0,13,24,37,0,72,17,14,80,53,53,10,223,4,6,12,7,53,3,82,23,12,54,102,106,7,301,51,9,108,17,38,4,231,20,9,62,29,30,10,151,0,0,5,13,22,0,40,5,0,7,17,122,8,163,9,3,33,25,106,19,182,195,74,626,623,2051,123,3682,0,0,4,0,3,0,11,0,0,0,0,0,0,0,3,3,32,40,46,9,126,3,0,7,3,3,0,18,0,0,20,34,41,5,103,3,0,20,17,30,4,71,4,6,36,66,124,15,259,3,3,13,26
123011435,0,0,0,4,5,0,13,0,0,0,0,30,0,30,18,10,58,69,402,13,559,3,0,8,22,61,3,99,9,3,51,81,777,23,935,7,0,33,38,122,9,211,10,0,42,60,196,12,325,0,0,17,22,66,5,106,4,0,42,59,280,17,409,0,0,22,22,41,4,93,15,0,49,44,62,8,172,0,0,4,11,41,0,63,18,5,91,71,68,7,264,7,0,18,20,71,0,119,24,19,102,166,157,15,487,72,18,123,21,39,0,265,23,9,59,40,36,0,172,3,0,13,17,35,0,71,0,0,16,23,225,9,276,9,0,34,23,152,28,253,223,81,784,810,2863,155,4919,3,0,4,0,3,0,11,0,0,0,0,4,0,7,3,3,31,44,86,10,186,0,0,3,6,3,0,12,0,4,10,29,68,5,115,4,3,16,33,39,4,95,9,0,46,84,201,8,350,4,0,32,57
123021436,0,0,0,3,3,0,6,0,0,0,0,10,0,10,3,0,22,27,193,15,259,3,0,5,7,40,0,54,0,0,15,22,333,18,385,3,0,18,7,59,3,93,6,3,25,28,111,8,185,3,0,7,18,42,0,69,5,0,19,23,134,10,190,0,0,11,8,23,0,36,6,0,10,17,24,3,60,0,0,0,7,11,0,21,9,4,34,20,38,4,108,0,0,8,7,39,3,61,6,7,24,48,67,9,163,30,10,59,17,32,3,146,12,5,32,20,38,4,112,0,0,3,3,21,0,26,3,0,11,6,106,7,136,4,0,7,14,97,22,138,97,33,299,313,1430,103,2270,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,11,20,51,5,86,0,0,0,0,3,0,6,0,0,12,5,29,0,47,0,0,5,8,16,3,33,5,0,25,39,105,21,187,0,0,9,23
123021437,0,0,4,0,3,0,12,0,0,0,3,4,0,11,15,3,63,43,166,20,313,3,0,4,5,28,0,41,7,3,32,26,235,16,317,4,4,15,20,53,3,96,18,0,37,31,85,16,191,10,0,16,23,47,9,107,11,6,41,37,106,15,222,12,0,22,21,11,0,66,8,0,39,19,27,4,105,0,0,9,4,19,3,40,17,7,64,35,31,3,163,0,3,15,19,42,3,77,21,8,51,42,62,5,185,42,10,52,10,26,3,143,29,7,112,34,41,12,228,0,0,11,13,13,0,34,7,0,6,14,94,7,127,3,0,13,24,72,13,127,221,52,612,427,1166,137,2613,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,30,23,37,9,97,0,0,0,4,3,0,8,0,0,14,9,19,0,43,3,0,17,11,19,4,57,10,3,35,44,106,11,208,8,0,31,20
123021438,0,0,0,0,10,0,11,0,0,0,3,4,0,5,12,0,33,60,244,16,360,0,0,6,8,36,0,52,0,4,22,29,435,22,507,5,3,16,28,77,8,134,4,0,32,33,105,10,183,0,0,9,15,43,4,77,5,0,21,41,172,17,265,3,4,9,4,23,0,51,5,0,21,20,32,4,83,0,0,3,12,33,5,52,18,3,48,38,39,0,141,0,0,8,15,64,3,88,7,5,42,58,93,4,213,23,6,51,15,23,7,129,13,3,29,11,44,10,100,4,0,4,5,19,3,33,3,0,17,18,138,5,177,3,0,13,18,100,36,176,105,33,377,430,1730,157,2839,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,14,19,65,6,103,0,0,3,0,7,0,13,0,0,3,20,28,4,62,3,0,8,15,26,4,53,3,0,35,33,115,23,211,4,0,15,33
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,4,0,0,0,3,0,9,0,0,0,4,0,0,11,37,0,75,64,187,9,373,3,0,9,18,24,4,57,10,0,46,44,253,17,368,7,0,31,20,58,9,130,37,4,70,40,92,12,257,14,0,36,27,42,12,129,56,0,74,48,153,22,350,13,3,26,11,17,4,66,37,3,72,35,25,5,180,3,0,17,9,29,0,56,59,20,120,24,27,6,262,3,0,21,21,48,4,99,49,4,53,50,81,8,255,42,7,50,8,17,7,136,38,3,98,27,27,3,192,3,0,8,6,9,0,23,5,0,12,24,97,4,143,12,3,31,20,86,22,178,428,63,850,501,1280,142,3265,3,0,4,0,0,0,4,0,0,0,0,0,0,3,11,0,42,26,45,7,138,0,0,7,3,3,0,21,3,0,18,12,19,8,61,6,0,21,8,11,5,52,19,0,55,38,65,16,187,8,0,26,13
123021441,0,0,3,0,5,0,9,0,0,0,3,5,0,12,3,0,22,34,207,12,279,3,0,3,6,30,0,45,3,0,15,25,331,25,398,3,0,13,19,63,5,103,8,0,26,23,93,5,154,3,0,12,19,51,0,87,7,3,25,31,138,20,237,3,0,12,4,22,3,43,4,3,32,24,38,3,100,0,0,7,3,18,0,31,21,9,57,29,34,0,150,4,0,9,14,42,3,67,12,3,36,38,74,8,172,34,16,58,16,25,0,143,21,0,58,33,43,7,158,0,0,4,4,14,0,25,5,0,9,3,104,0,123,3,0,11,20,86,24,149,135,33,407,343,1439,122,2478,3,0,0,3,0,0,8,0,0,0,0,0,0,3,5,0,23,16,50,4,99,0,0,5,0,0,0,3,0,0,3,6,25,4,34,0,0,8,14,25,0,41,14,0,25,39,73,14,173,3,0,11,23
