SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
403031065,9,35,0,3,4,0,0,0,0,52,0,8,0,0,0,0,0,0,0,12,40,220,7,33,54,12,0,5,5,374,0,0,0,0,0,0,0,0,0,0,5,32,0,14,7,3,0,0,0,62,3,17,3,19,12,3,0,3,0,73,4,5,11,19,31,5,0,4,0,83,3,0,0,0,5,3,0,3,0,16,0,0,3,3,7,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,12,86,428,28,98,129,33,0,18,11,835,0,3,0,0,0,0,0,0,0,3,9,93,0,0,3,0,0,0,0,105,33,102,0,3,8,0,0,3,4,159,0,0,0,0,0,0,0,0,0,8,12,55,0,5,6,0,0,0,0,83,3,21,0,0,0,0,0,0,0,27,112,399,31,45,69,22,5,3,9,697,0,0,0,0,0,0,0,0,0,0
403031066,7,45,0,8,6,0,0,0,0,70,3,13,0,0,0,0,0,0,0,15,48,283,12,59,42,15,0,12,10,491,0,0,0,0,0,0,0,0,0,0,11,26,0,23,18,4,0,0,0,92,15,19,0,34,20,3,0,9,0,103,18,8,23,44,35,21,0,7,0,156,0,0,0,10,13,6,0,0,0,24,3,3,3,4,15,3,0,0,0,28,3,3,0,5,3,0,0,0,0,14,4,3,0,0,4,3,0,0,8,20,121,522,47,202,166,67,8,26,14,1177,0,7,0,0,0,0,0,0,0,10,10,104,4,4,5,0,0,0,0,123,29,133,3,8,24,6,3,12,3,219,0,4,0,0,5,0,0,0,0,10,16,73,0,9,11,0,4,0,0,115,3,15,0,0,0,0,0,0,0,19,106,472,43,97,64,28,7,31,15,852,0,0,0,0,0,0,0,0,0,0
403031067,5,94,0,13,11,0,0,0,0,132,11,39,0,5,4,0,0,0,0,56,87,634,22,61,101,36,4,10,3,962,0,0,0,0,0,0,0,0,0,0,10,61,3,36,42,8,0,3,0,167,14,33,12,58,60,7,0,0,0,189,14,24,30,72,78,33,0,13,4,270,6,8,3,8,16,4,0,0,0,41,10,4,3,17,25,3,0,3,0,59,3,5,0,5,0,0,0,0,0,20,0,8,0,10,10,4,0,3,0,36,205,1145,81,288,359,103,10,39,17,2238,0,8,0,0,0,0,0,0,0,10,21,177,0,0,5,3,0,0,0,208,78,227,4,18,18,3,0,0,0,345,7,17,0,0,5,0,0,0,0,29,24,151,0,16,16,0,0,3,4,218,21,46,0,6,6,0,0,0,0,83,242,1013,63,105,133,61,10,30,7,1668,0,0,0,0,0,0,0,0,0,0
403031068,24,107,0,21,13,7,0,0,0,172,8,28,0,4,5,0,0,0,0,55,112,783,20,116,141,59,3,19,7,1253,0,0,0,0,0,0,0,0,0,0,32,80,7,45,68,7,0,6,3,250,39,40,6,54,57,17,0,7,0,223,33,33,46,103,107,41,0,18,0,391,5,3,0,7,12,9,0,4,0,41,11,6,6,13,33,3,0,3,0,64,3,14,0,4,3,0,0,4,0,27,3,6,3,5,5,8,0,3,0,43,298,1330,101,400,470,161,3,73,19,2861,4,16,0,0,0,0,0,0,0,21,7,107,0,3,5,0,0,0,0,123,104,271,10,29,39,10,3,22,0,488,0,17,0,0,0,0,0,0,0,22,34,188,6,24,25,8,0,3,0,283,17,40,0,7,8,0,0,3,0,82,306,1299,73,168,202,103,9,59,19,2231,0,0,0,0,0,0,0,0,0,0
403031069,12,138,3,11,32,4,0,0,0,207,7,26,0,0,3,3,0,0,0,43,149,837,33,97,189,53,0,17,11,1389,0,0,0,0,0,0,0,0,0,3,16,100,7,27,50,17,0,0,3,225,30,35,17,58,55,10,0,4,8,213,21,29,41,59,66,35,0,9,0,256,3,0,4,7,5,0,0,4,0,30,11,16,15,13,27,8,0,0,0,85,6,15,0,0,5,0,0,0,0,29,9,14,0,7,9,3,0,3,3,41,323,1531,122,296,484,135,0,39,26,2965,10,10,0,0,0,0,0,0,0,20,25,256,3,4,8,0,4,0,3,302,152,379,11,32,53,11,0,5,3,649,3,22,0,0,0,0,0,0,0,30,38,210,3,13,40,14,3,0,0,319,13,36,0,3,3,3,0,0,0,60,421,1547,78,162,256,108,8,46,32,2645,0,3,0,0,0,0,0,0,0,3
403031070,8,30,0,3,4,3,0,3,0,50,0,16,0,4,4,0,0,0,0,20,40,287,14,61,60,23,0,15,3,508,0,0,0,0,0,0,0,0,0,0,16,32,3,12,18,3,0,0,0,83,9,28,0,32,30,10,0,3,3,113,12,10,25,50,48,11,3,5,0,168,0,0,0,0,0,8,0,3,0,21,5,3,3,3,14,4,0,0,0,29,0,3,0,0,0,0,0,0,0,10,3,0,0,6,7,0,0,0,0,19,112,502,53,184,206,55,7,42,12,1164,0,3,0,0,0,0,0,0,0,4,3,57,0,0,3,0,0,0,0,64,38,116,6,11,19,3,0,16,0,205,0,9,0,0,0,0,0,0,0,10,12,42,0,5,9,3,0,3,0,77,3,16,3,3,4,0,0,0,0,30,96,463,37,88,94,35,10,33,11,864,0,0,0,0,0,0,0,0,0,0
403041071,4,43,0,5,13,0,0,0,0,63,4,9,0,0,7,0,0,0,0,24,37,398,8,62,78,24,0,20,5,633,0,0,0,0,3,3,0,0,0,4,17,62,4,32,38,5,0,6,3,159,19,44,17,68,66,13,0,8,3,244,29,34,56,134,140,54,3,20,3,475,8,3,5,7,13,12,0,5,0,54,6,8,8,21,35,11,0,0,0,87,0,6,0,7,4,3,0,3,0,23,0,3,3,13,9,0,0,6,0,38,145,690,110,372,404,132,4,64,15,1933,0,4,0,3,0,0,0,0,0,7,6,54,0,0,0,0,0,0,0,56,45,102,3,17,17,4,0,0,0,185,4,6,0,0,0,0,0,0,0,11,8,60,3,12,13,3,3,0,0,97,5,15,0,0,9,0,0,0,0,34,110,628,40,80,116,41,7,34,8,1066,3,0,3,0,3,3,0,0,0,9
403041072,4,41,3,13,5,3,0,0,0,66,5,7,0,0,0,0,0,0,0,14,34,252,14,61,47,23,0,14,3,454,0,0,0,0,0,0,0,0,0,0,16,41,3,43,26,14,0,11,3,159,32,37,14,133,46,24,5,15,4,316,44,45,77,217,129,70,6,28,5,626,5,5,4,15,29,19,3,11,0,89,11,12,7,40,20,18,0,4,0,114,0,0,0,4,5,0,0,0,0,14,0,5,0,14,8,13,0,10,5,69,169,513,131,542,325,181,18,89,29,1997,0,3,0,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,0,23,18,64,0,3,8,3,0,0,3,102,0,9,0,0,0,0,0,0,0,10,5,56,5,13,9,3,0,0,0,92,5,16,0,0,0,0,0,0,0,29,85,373,28,78,62,33,10,22,6,692,0,0,0,3,0,0,0,0,0,7
403041073,6,9,0,9,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,3,11,113,6,25,21,8,0,0,0,185,0,0,0,0,0,0,0,0,0,0,7,10,0,23,6,0,0,6,0,61,10,10,5,59,18,8,0,3,6,123,17,11,54,135,79,51,0,24,3,376,3,0,3,6,11,17,0,6,0,47,4,3,6,13,3,5,0,5,0,35,0,4,0,3,3,3,3,0,0,10,3,4,0,10,4,8,0,7,3,38,63,197,77,275,144,97,7,60,16,929,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,6,25,0,3,4,0,0,0,3,49,0,3,0,0,0,0,0,0,0,3,3,19,0,10,0,0,0,3,0,35,0,4,0,0,0,0,0,0,0,4,26,164,10,33,34,19,3,9,0,292,0,0,0,0,0,0,0,0,0,0
403041074,7,26,0,7,3,0,0,0,0,43,0,16,0,0,3,0,0,0,0,22,24,171,10,35,41,11,5,3,3,298,0,0,0,0,0,0,0,0,0,5,10,31,0,37,10,7,3,3,0,104,13,14,10,61,35,8,0,4,3,149,20,29,54,155,74,42,3,21,0,398,0,0,3,7,11,13,0,9,0,45,0,3,3,22,12,12,0,4,0,54,0,3,0,0,0,0,0,3,0,10,0,5,0,15,10,5,0,7,0,41,92,335,85,341,200,98,10,59,7,1231,0,4,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,20,10,44,0,9,0,3,0,0,0,74,0,0,0,0,0,0,0,0,0,0,8,33,0,11,3,0,0,0,0,62,3,19,0,0,3,0,0,0,0,28,47,254,23,59,50,19,12,11,6,473,0,0,0,4,0,0,0,0,0,8
403041075,0,18,0,3,4,0,0,0,0,20,4,3,0,0,3,0,0,0,0,9,13,100,5,8,12,4,0,4,0,148,0,0,0,0,0,0,0,0,0,0,3,21,0,6,9,0,0,0,0,46,11,12,3,14,20,8,0,0,0,59,11,4,15,12,21,6,0,0,0,71,0,0,0,0,3,4,0,0,0,17,0,0,3,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,52,181,32,53,85,26,3,9,4,443,0,0,0,0,0,0,0,0,0,0,5,24,3,0,0,0,0,0,0,28,14,24,0,5,3,0,0,0,0,47,0,3,0,0,0,0,0,0,0,9,4,21,0,3,4,0,0,0,0,33,4,3,0,0,3,0,0,0,0,16,44,160,11,12,17,7,0,5,6,264,0,0,0,0,0,0,0,0,0,0
403041076,3,31,0,0,9,0,0,0,0,47,3,3,0,3,0,0,0,0,0,8,37,206,3,30,43,13,0,0,0,329,0,0,0,0,0,0,0,0,0,0,10,34,0,10,12,6,0,0,0,67,11,14,0,22,26,3,0,3,0,76,11,14,18,40,33,10,0,0,0,127,0,0,3,3,3,4,0,0,0,17,4,3,3,9,9,3,0,3,0,33,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,92,390,31,125,142,37,0,10,7,826,0,3,0,0,0,0,0,0,0,3,3,40,0,0,0,0,0,0,0,54,28,87,3,3,9,0,0,3,0,138,0,3,0,0,0,0,0,0,0,5,8,47,3,3,9,0,0,0,0,71,5,3,0,3,0,0,0,0,0,16,85,328,14,54,51,17,0,12,3,565,0,0,0,0,0,0,0,0,0,3
403041077,6,53,0,7,4,0,0,3,0,80,3,18,0,0,3,5,0,0,0,25,52,383,12,51,77,26,0,13,5,621,0,0,0,0,0,0,0,0,0,3,29,50,3,37,36,4,0,0,0,161,32,35,4,57,62,13,0,4,0,204,35,15,29,109,101,39,3,10,4,346,5,0,0,3,18,9,0,0,0,38,6,4,3,12,26,4,0,4,3,53,0,3,0,3,7,0,0,0,0,18,3,3,0,3,9,3,0,0,4,25,179,677,65,292,357,111,8,32,16,1737,3,9,0,0,0,0,0,0,0,12,10,59,0,0,3,0,0,0,0,81,39,149,8,13,16,0,0,0,4,233,6,11,0,3,5,0,0,0,0,19,18,75,0,9,9,3,0,3,0,118,7,28,0,0,3,5,0,0,0,40,138,614,41,82,111,53,14,34,6,1085,0,0,0,3,0,0,0,0,0,5
403041078,3,13,0,3,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,4,13,89,5,25,18,0,0,3,0,156,0,0,0,0,0,0,0,0,0,0,5,20,3,19,17,0,0,0,0,60,9,21,4,36,35,7,0,0,0,124,17,20,37,103,71,31,5,14,3,298,5,0,0,7,8,8,0,5,0,37,3,5,3,12,11,3,0,4,0,38,0,0,0,0,3,0,0,0,0,9,0,8,4,3,8,3,0,8,0,32,64,191,58,212,180,61,5,36,5,823,0,3,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,18,4,20,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,4,5,12,0,3,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,6,32,126,13,36,28,5,3,10,0,258,0,0,0,0,0,0,0,0,0,0
403041079,0,8,0,10,3,0,0,0,0,22,0,5,0,0,3,0,0,0,0,9,11,50,11,19,16,5,0,8,3,120,0,0,0,3,0,0,0,0,0,3,3,13,0,22,7,0,0,0,0,61,11,9,6,52,31,6,0,5,0,121,15,13,40,115,50,50,3,18,0,309,3,0,0,10,9,13,0,5,0,38,0,4,3,21,7,7,0,8,3,53,0,0,0,8,0,0,0,0,0,12,0,4,0,11,3,6,0,4,3,26,46,121,63,268,139,89,4,51,14,797,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,13,4,5,6,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,14,0,10,3,0,0,0,0,28,0,4,0,0,3,0,0,0,0,12,17,84,20,22,22,7,0,13,3,189,0,0,0,3,0,0,0,0,0,6
403041080,12,55,0,8,4,0,0,3,0,80,0,12,0,0,0,0,0,0,0,14,53,400,6,81,83,27,3,15,6,672,0,3,0,0,0,0,0,0,0,6,20,60,5,48,48,18,0,4,3,204,31,24,14,99,64,32,0,9,0,273,42,26,75,185,162,47,6,15,16,580,7,3,4,9,19,11,0,11,0,57,5,9,9,23,27,15,0,3,0,89,4,6,0,5,4,3,0,0,0,19,7,5,4,11,5,9,0,5,7,54,192,661,116,477,425,157,11,62,30,2132,0,3,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,38,22,66,9,9,11,3,0,3,0,124,0,0,0,0,0,0,0,0,0,6,16,75,0,9,6,0,0,3,0,120,4,17,4,5,0,0,0,0,0,33,110,607,37,118,113,38,11,38,10,1060,4,3,0,0,0,0,0,0,0,11
403041081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041083,8,20,4,3,6,0,0,0,0,36,3,9,0,0,0,0,0,0,0,12,34,160,4,12,28,17,0,0,3,258,0,0,0,0,0,0,0,0,0,0,7,31,0,23,18,6,0,3,0,89,19,21,0,30,39,14,0,0,0,122,11,11,47,55,52,22,0,11,3,209,3,0,4,3,7,9,0,3,0,29,8,4,0,8,8,5,0,3,0,41,3,0,0,0,0,0,0,0,0,9,0,3,0,12,3,5,0,0,0,19,100,285,61,152,166,73,3,17,8,866,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,12,17,37,0,0,3,3,0,3,0,64,0,0,0,0,0,0,0,0,0,3,8,23,5,5,7,0,0,0,0,45,3,11,0,0,0,0,0,0,0,16,83,250,8,17,33,27,0,7,3,426,0,0,0,0,0,0,0,0,0,3
403041084,0,27,0,9,0,0,0,0,0,39,0,13,0,0,3,0,0,0,0,15,24,188,9,46,42,22,0,5,3,342,0,0,0,4,0,0,0,0,0,6,16,22,8,41,33,10,0,4,0,134,25,29,7,113,55,8,0,8,3,258,37,38,55,205,174,60,7,40,5,611,6,5,3,13,17,21,3,11,0,82,8,7,3,29,14,7,0,3,0,71,0,0,0,7,12,0,0,0,0,21,0,0,0,4,9,4,0,9,7,35,117,369,90,474,354,151,13,90,20,1676,0,5,0,0,0,0,0,0,0,5,0,12,0,3,0,0,0,0,0,16,7,47,3,8,3,9,0,3,3,75,0,6,0,0,0,0,0,0,0,9,0,35,3,9,0,0,0,0,0,51,6,16,3,0,3,0,0,0,0,25,44,283,31,68,67,38,12,22,3,561,0,0,0,4,0,0,0,0,0,8
403041085,0,12,0,4,4,0,0,0,0,24,0,4,0,0,0,0,0,0,0,3,15,124,3,21,24,4,0,7,3,207,0,0,0,0,0,0,0,0,0,4,14,13,3,27,11,3,0,0,0,75,12,18,5,70,28,15,0,5,0,154,15,15,48,167,92,45,10,27,4,422,0,0,3,4,15,14,0,9,0,41,3,0,0,30,13,5,0,5,3,69,0,4,0,0,4,4,0,0,0,17,0,0,3,10,3,0,0,3,3,26,68,217,70,346,194,92,11,63,18,1082,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,8,24,0,3,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,18,0,4,4,0,0,0,0,32,0,3,0,0,0,0,0,0,0,10,24,178,18,42,34,20,8,15,3,341,0,0,0,0,0,0,0,0,0,3
403041086,0,21,0,12,3,0,0,0,0,39,3,6,0,0,0,0,0,0,0,12,24,224,6,35,41,20,3,13,5,366,0,0,0,0,0,0,0,0,0,0,6,29,3,36,22,12,0,3,0,109,13,20,10,80,41,7,0,6,3,177,20,21,52,158,118,41,0,27,0,448,9,3,4,12,18,11,0,6,0,62,5,0,3,18,18,7,0,0,0,50,0,3,0,3,8,3,0,3,0,22,0,5,3,7,10,6,0,3,7,45,85,366,84,364,284,115,7,63,15,1389,0,3,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,23,4,38,0,6,3,6,0,4,0,67,0,3,0,0,0,0,0,0,0,4,3,30,0,12,4,0,0,0,0,54,3,9,0,0,0,0,0,0,0,14,42,321,27,51,61,34,6,24,6,581,0,0,0,3,0,0,0,0,0,3
403041087,7,64,3,24,4,0,0,0,0,103,6,13,0,4,3,0,0,0,0,33,57,506,15,90,68,32,0,10,7,780,0,0,0,7,0,0,0,0,0,6,33,63,3,83,40,14,0,8,5,253,38,71,23,190,87,35,3,12,4,459,56,65,122,323,256,102,4,54,6,993,10,4,0,26,38,29,0,8,0,116,10,13,6,46,44,26,0,9,0,153,0,3,7,12,6,6,0,0,0,42,6,10,8,16,12,20,0,13,9,92,240,909,195,822,573,268,15,124,27,3176,0,6,0,0,0,0,0,0,0,6,0,34,0,0,0,0,0,3,0,38,29,112,4,11,13,0,0,4,0,176,3,8,0,0,0,0,0,0,0,21,16,78,4,23,5,0,0,3,0,133,13,28,0,11,4,0,0,0,0,50,117,731,46,125,101,50,16,27,13,1228,0,0,0,7,3,3,0,0,0,11
403041088,3,15,0,5,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,8,13,112,3,23,20,5,0,3,0,187,0,0,0,0,0,0,0,0,0,0,12,24,3,10,10,0,0,0,0,53,6,10,3,14,14,0,0,0,0,54,8,6,13,31,36,10,3,0,3,106,0,0,3,6,0,3,0,0,0,14,0,0,0,4,3,3,0,7,0,21,0,0,0,4,0,0,0,0,0,3,4,3,0,0,8,5,0,3,3,25,51,196,27,104,99,26,6,20,8,535,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,13,8,25,3,5,3,0,0,0,0,46,0,4,0,0,0,0,0,0,0,0,3,25,0,5,0,0,0,0,0,34,0,9,3,0,0,0,0,0,0,11,39,175,7,30,27,7,0,7,7,304,0,0,0,0,0,0,0,0,0,0
403041089,4,22,0,11,3,0,0,0,0,39,0,5,0,0,0,0,0,0,0,7,38,293,15,41,54,19,0,8,3,474,0,0,0,0,0,0,0,0,0,3,12,38,0,38,33,9,3,4,0,146,33,36,8,75,50,24,0,6,0,235,38,24,59,156,159,59,5,28,4,535,5,4,0,10,20,19,0,3,0,64,7,3,5,18,22,8,0,3,3,73,0,0,0,3,9,3,0,0,0,16,4,5,3,12,7,11,0,6,6,51,145,483,98,370,363,154,13,64,21,1715,0,3,0,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,0,18,16,59,3,7,10,3,0,0,0,87,0,0,0,0,3,0,0,0,0,4,3,35,0,13,4,0,0,0,0,65,5,10,0,0,3,0,0,0,0,21,76,397,37,49,78,32,11,19,4,713,0,0,0,4,0,0,0,0,0,4
